,caption,class
1286,this is a clear sound of elk bugling,80
1287,this is a fading sound of elk bugling,80
1288,this is a repetitive sound of elk bugling,80
1289,a recording of elk bugling,80
1290,this is a sound of elk bugling,80
1291,this is a continuous sound of elk bugling,80
1292,elk bugling sound in a video,80
1293,a poor quality recording of elk bugling,80
1294,a sound of elk bugling,80
1295,a snippet of the elk bugling sound,80
1296,"this is a clear sound of engine accelerating, revving, vroom",81
1297,"engine accelerating, revving, vroom",81
1298,"a sound of engine accelerating, revving, vroom",81
1299,"a snippet of the engine accelerating, revving, vroom sound",81
1300,"a loud sound of engine accelerating, revving, vroom",81
1301,"engine accelerating, revving, vroom sound in distance",81
1302,"this is a sound of engine accelerating, revving, vroom",81
1303,"this is a continuous sound of engine accelerating, revving, vroom",81
1304,"engine accelerating, revving, vroom sound in the background",81
1305,"engine accelerating, revving, vroom can be heard",81
1306,"a rhythmic sound of engine accelerating, revving, vroom",81
1307,"a blend of engine accelerating, revving, vroom sounds",81
1308,"this is an annoying sound of engine accelerating, revving, vroom",81
1309,"a noisy engine accelerating, revving, vroom sound",81
1310,"a poor quality recording of engine accelerating, revving, vroom",81
1311,"engine accelerating, revving, vroom sound in a video",81
1312,A female is singing.,82
1313,Single female sneeze.,82
1314,Female ghost is singing.,82
1315,A female voice is singing.,82
1316,A female choir is singing.,82
1317,A female pigeon is advertising.,82
1318,A soft female voice is singing.,82
1319,Female voice singing high notes.,82
1320,Female voice singing the lyrics.,82
1321,A female voice is singing a song.,82
1322,"Female vocalist singing ""love me"".",82
1323,"A female is singing ""like poison"".",82
1324,A female is singing melisma style.,82
1325,A female is singing in a language.,82
1326,A choirish female voice is singing.,82
1327,A filtered female voice is singing.,82
1328,"a recording of female speech, woman speaking",83
1329,"a blend of female speech, woman speaking sounds",83
1330,"a loud sound of female speech, woman speaking",83
1331,"a rhythmic sound of female speech, woman speaking",83
1332,"this is a fading sound of female speech, woman speaking",83
1333,"female speech, woman speaking can be heard",83
1334,"female speech, woman speaking sound in a video",83
1335,"female speech, woman speaking sound in distance",83
1336,"this is an annoying sound of female speech, woman speaking",83
1337,"this is a sound of female speech, woman speaking",83
1338,"a sound of female speech, woman speaking",83
1339,"this is a repetitive sound of female speech, woman speaking",83
1340,"a noisy female speech, woman speaking sound",83
1341,"this is a clear sound of female speech, woman speaking",83
1342,"this is a continuous sound of female speech, woman speaking",83
1343,"female speech, woman speaking",83
1344,a blend of ferret dooking sounds,84
1345,a rhythmic sound of ferret dooking,84
1346,ferret dooking sound in the background,84
1347,ferret dooking can be heard,84
1348,this is a sound of ferret dooking,84
1349,this is a repetitive sound of ferret dooking,84
1350,a poor quality recording of ferret dooking,84
1351,this is a continuous sound of ferret dooking,84
1352,a recording of ferret dooking,84
1353,ferret dooking sound in distance,84
1354,a loud sound of ferret dooking,84
1355,ferret dooking,84
1356,a snippet of the ferret dooking sound,84
1357,ferret dooking sound in a video,84
1358,this is a clear sound of ferret dooking,84
1359,this is a fading sound of ferret dooking,84
1360,Fire is crackling.,85
1361,A fire is crackling.,85
1362,A crackling campfire.,85
1363,Fire crackles outside.,85
1364,Log fire is crackling.,85
1365,Firewood is crackling.,85
1366,Fire crackle is heard.,85
1367,A bonfire is crackling.,85
1368,Fireplace is crackling.,85
1369,Fire crackles and burns.,85
1370,A campfire is crackling.,85
1371,A log fire is crackling.,85
1372,A fireplace is crackling.,85
1373,Crackling log fire sound.,85
1374,Fire crackle is recorded.,85
1375,"A ""relaxed"" fire crackles.",85
1376,Fire station siren.,86
1377,A fire truck is heard.,86
1378,A distant firetruck siren.,86
1379,Fire Purge siren is rumbly.,86
1380,Fire trucks are passing by.,86
1381,A fire truck is passing by.,86
1382,The engine of a fire truck.,86
1383,A fire truck is approaching.,86
1384,Fire truck engine is on idle.,86
1385,A firetruck horn is sounding.,86
1386,Fire striker is being struck.,86
1387,A firetruck siren is passing.,86
1388,A fire truck is using its horn.,86
1389,Firetrucks are sounding sirens.,86
1390,A fire truck siren is sounding.,86
1391,A firetruck is in the distance.,86
1392,"Fireworks are whizzing, banging, popping, and crackling.",87
1393,"A tiger festival is making sounds with a quiet crowd, bangs from fireworks, and music.",87
1394,fireworks banging sound in distance,87
1395,fireworks banging,87
1396,this is a sound of fireworks banging,87
1397,this is an annoying sound of fireworks banging,87
1398,a recording of fireworks banging,87
1399,a sound of fireworks banging,87
1400,fireworks banging sound in the background,87
1401,a loud sound of fireworks banging,87
1402,a rhythmic sound of fireworks banging,87
1403,a blend of fireworks banging sounds,87
1404,a noisy fireworks banging sound,87
1405,a snippet of the fireworks banging sound,87
1406,this is a continuous sound of fireworks banging,87
1407,this is a repetitive sound of fireworks banging,87
1408,Cannon is firing.,88
1409,A cannon is firing.,88
1410,Cannons are firing.,88
1411,Cannon firing is heard.,88
1412,A cannon is firing rounds.,88
1413,Cannon firing sound is created.,88
1414,A naval cannon is firing a double shot.,88
1415,A laser cannon is powering up and firing.,88
1416,A naval cannon is firing a quadruple shot.,88
1417,Planes are flying overhead and firing a cannon.,88
1418,Aircraft are flying overhead and firing cannon.,88
1419,An Eighteenth Century Naval Cannon is firing a triple shot.,88
1420,this is a continuous sound of firing cannon,88
1421,a snippet of the firing cannon sound,88
1422,this is an annoying sound of firing cannon,88
1423,firing cannon sound in a video,88
1424,A volley of muskets is firing.,89
1425,Muskets are firing continuously.,89
1426,Sounds of muskets firing are heard.,89
1427,A volley of muskets is being fired.,89
1428,Old muskets are being fired outside.,89
1429,a recording of firing muskets,89
1430,firing muskets sound in distance,89
1431,firing muskets sound in the background,89
1432,this is a sound of firing muskets,89
1433,this is an annoying sound of firing muskets,89
1434,a loud sound of firing muskets,89
1435,firing muskets can be heard,89
1436,this is a continuous sound of firing muskets,89
1437,firing muskets sound in a video,89
1438,a sound of firing muskets,89
1439,a blend of firing muskets sounds,89
1440,A fly buzzing.,90
1441,Fly is buzzing.,90
1442,Buzzing of a fly.,90
1443,A fly is buzzing.,90
1444,Fly is buzzing around.,90
1445,A dragonfly is buzzing.,90
1446,A horse fly is buzzing.,90
1447,A caged fly is buzzing.,90
1448,A buzzing fly is heard.,90
1449,A syrphid fly is buzzing.,90
1450,Fly is buzzing in a blind.,90
1451,Bees are buzzing and flying.,90
1452,Insect is flying and buzzing.,90
1453,A fly is buzzing in the room.,90
1454,A fly buzzing the microphone.,90
1455,A buzzing fly is being heard.,90
1456,A foghorn is echoing.,91
1457,A foghorn is sounding.,91
1458,A foghorn is blasting.,91
1459,A foghorn is blowing once.,91
1460,A foghorn is low and clean.,91
1461,Foghorns are being recorded.,91
1462,Birds and foghorn are heard.,91
1463,A foghorn is being recorded.,91
1464,A foghorn is in the distance.,91
1465,The foghorn of a ferry sounds.,91
1466,A big ferry's foghorn is heard.,91
1467,Distant foghorn and waterbirds.,91
1468,A barge is blasting its foghorn.,91
1469,A ship's foghorn is being heard.,91
1470,The sound of a foghorn is heard.,91
1471,Foghorn and waterbirds are heard.,91
1472,Footsteps in snow.,92
1473,Footsteps on snow.,92
1474,Footsteps are on snow.,92
1475,Footsteps in the snow.,92
1476,Footsteps are in snow.,92
1477,Footsteps in deep snow.,92
1478,Footsteps in packed snow.,92
1479,Footsteps are in the snow.,92
1480,Footsteps are on the snow.,92
1481,Footsteps are in deep snow.,92
1482,Footsteps are in soft snow.,92
1483,Footsteps on snow are heard.,92
1484,Footsteps are heard in snow.,92
1485,Footsteps in snow are heard.,92
1486,Snow footsteps are recorded.,92
1487,Footsteps on a snowy surface.,92
1488,forging swords can be heard,93
1489,a noisy forging swords sound,93
1490,a snippet of the forging swords sound,93
1491,this is a clear sound of forging swords,93
1492,a rhythmic sound of forging swords,93
1493,a blend of forging swords sounds,93
1494,forging swords sound in distance,93
1495,this is a sound of forging swords,93
1496,this is an annoying sound of forging swords,93
1497,a poor quality recording of forging swords,93
1498,this is a fading sound of forging swords,93
1499,forging swords,93
1500,this is a continuous sound of forging swords,93
1501,a sound of forging swords,93
1502,this is a repetitive sound of forging swords,93
1503,a recording of forging swords,93
1504,A fox is barking.,94
1505,A fox is barking and screaming.,94
1506,A fox is making alarm barks and whines with a hissy background.,94
1507,A fox is making greeting calls and barking. Birds are chirping in the background.,94
1508,fox barking,94
1509,fox barking can be heard,94
1510,a sound of fox barking,94
1511,fox barking sound in a video,94
1512,a poor quality recording of fox barking,94
1513,this is a repetitive sound of fox barking,94
1514,a snippet of the fox barking sound,94
1515,fox barking sound in the background,94
1516,a recording of fox barking,94
1517,this is a continuous sound of fox barking,94
1518,fox barking sound in distance,94
1519,a rhythmic sound of fox barking,94
1520,Black francolin is calling.,95
1521,A grey francolin is trying to call over the din created by highway traffic.,95
1522,"A francolin is making loud, raucous calls. Other bird species and insects are in the background.",95
1523,a loud sound of francolin calling,95
1524,francolin calling sound in distance,95
1525,a sound of francolin calling,95
1526,francolin calling can be heard,95
1527,francolin calling sound in the background,95
1528,this is a repetitive sound of francolin calling,95
1529,a poor quality recording of francolin calling,95
1530,a snippet of the francolin calling sound,95
1531,francolin calling,95
1532,this is a clear sound of francolin calling,95
1533,a rhythmic sound of francolin calling,95
1534,a noisy francolin calling sound,95
1535,a blend of francolin calling sounds,95
1536,Frog is croaking.,96
1537,Frogs are croaking.,96
1538,A frog is croaking.,96
1539,A treefrog is croaking.,96
1540,Bullfrogs are croaking.,96
1541,A bullfrog is croaking.,96
1542,Many frogs are croaking.,96
1543,A bull frog is croaking.,96
1544,A green frog is croaking.,96
1545,Frogs croaking in a lake.,96
1546,Frog or toad is croaking.,96
1547,A single frog is croaking.,96
1548,A frog chorus is croaking.,96
1549,Frogs croaking at a marsh.,96
1550,A wooden frog is croaking.,96
1551,An alarm croak from a frog.,96
1552,this is a continuous sound of gibbon howling,97
1553,this is a fading sound of gibbon howling,97
1554,gibbon howling sound in a video,97
1555,gibbon howling sound in distance,97
1556,a poor quality recording of gibbon howling,97
1557,a recording of gibbon howling,97
1558,gibbon howling sound in the background,97
1559,a loud sound of gibbon howling,97
1560,a rhythmic sound of gibbon howling,97
1561,a blend of gibbon howling sounds,97
1562,gibbon howling can be heard,97
1563,a noisy gibbon howling sound,97
1564,this is a clear sound of gibbon howling,97
1565,gibbon howling,97
1566,this is a repetitive sound of gibbon howling,97
1567,a snippet of the gibbon howling sound,97
1568,Goat is bleating.,98
1569,A goat is bleating.,98
1570,Goats are bleating.,98
1571,Kid goats are bleating.,98
1572,A goat kid is bleating.,98
1573,A baby goat is bleating.,98
1574,A billy goat is bleating.,98
1575,A domestic goat is bleating.,98
1576,Goats are bleating and moving.,98
1577,Goats are bleating with variety.,98
1578,Goats are bleating in a goat house.,98
1579,A herd of sheep or goats is bleating.,98
1580,A young goat is walking and bleating.,98
1581,A young goat is bleating pathetically.,98
1582,A herd of sheep and goats are bleating.,98
1583,A goat is heard bleating in a closed space.,98
1584,A golf driver is being swung.,99
1585,Sounds of a golf course driving range.,99
1586,Someone is striking golf balls with a driver.,99
1587,People are hitting golf balls at a driving range.,99
1588,"A bell rings twice, then a golf-buggy starts and drives.",99
1589,golf driving sound in the background,99
1590,a sound of golf driving,99
1591,a poor quality recording of golf driving,99
1592,this is a repetitive sound of golf driving,99
1593,a blend of golf driving sounds,99
1594,this is a fading sound of golf driving,99
1595,this is a sound of golf driving,99
1596,a rhythmic sound of golf driving,99
1597,this is a clear sound of golf driving,99
1598,a loud sound of golf driving,99
1599,a snippet of the golf driving sound,99
1600,A goose is honking.,100
1601,A duck or goose is honking.,100
1602,"Goose honking, fountain splashing water.",100
1603,A solitary goose is honking and singing from waterfowl in the background.,100
1604,A goose is honking and other bird species are making calls in the background.,100
1605,"Goose run, peasant farm goose run, animated honking and movement is happening.",100
1606,A goose is honking. A bird is chirping. Other birds are calling. Traffic and dog barks are heard.,100
1607,Birds are calling from a high tide roost. A goose is honking in the background. The wind is blowing over a beach.,100
1608,goose honking sound in the background,100
1609,this is a fading sound of goose honking,100
1610,this is a continuous sound of goose honking,100
1611,a recording of goose honking,100
1612,a rhythmic sound of goose honking,100
1613,a snippet of the goose honking sound,100
1614,this is an annoying sound of goose honking,100
1615,this is a clear sound of goose honking,100
1616,Storm of hail.,101
1617,There is hail.,101
1618,Hail is falling.,101
1619,Hail is coming in.,101
1620,Hail and heavy rain.,101
1621,A hailstorm is heard.,101
1622,Light hail is falling.,101
1623,Hail is being recorded.,101
1624,Hail is hitting a roof.,101
1625,Hail is pouring heavily.,101
1626,Hail shower and rooster.,101
1627,Hail is falling on a car.,101
1628,Hail and rain is falling.,101
1629,Hail is hitting a window.,101
1630,Hail-showers are arriving.,101
1631,Hail and rain are falling.,101
1632,Dryer is on.,102
1633,Dryer is in use.,102
1634,Dryer is closing.,102
1635,Dryer is rattling.,102
1636,Dryer is tumbling.,102
1637,A dryer is in use.,102
1638,Hairdryer is used.,102
1639,Turning on a dryer.,102
1640,A dryer is running.,102
1641,A dryer is looping.,102
1642,A dryer is blowing.,102
1643,Dryer door creaking.,102
1644,A dryer is rattling.,102
1645,Dryers are rattling.,102
1646,Hairdryer being used.,102
1647,Hairdryer is blowing.,102
1648,Nails are being hammered.,103
1649,A hammer is banging nails.,103
1650,Someone is hammering nails.,103
1651,Hammering of nails is happening.,103
1652,Someone is hammering nails into wood.,103
1653,Someone is banging a hammer with nails.,103
1654,Someone is hammering nails into a wall.,103
1655,Metal stakes or nails are being hammered.,103
1656,Someone is hammering nails with metal and wood sounds.,103
1657,Someone is hammering nails into a small piece of timber.,103
1658,Hammering sounds are made by lightly hitting metal against fingernails.,103
1659,a poor quality recording of hammering nails,103
1660,a snippet of the hammering nails sound,103
1661,this is a sound of hammering nails,103
1662,a loud sound of hammering nails,103
1663,a noisy hammering nails sound,103
1664,A human heartbeat.,104
1665,Heartbeat is heard.,104
1666,Heartbeat is heavy.,104
1667,Heartbeats are slow.,104
1668,Heartbeat of a baby.,104
1669,A heartbeat is made.,104
1670,A heartbeat is heard.,104
1671,Heartbeat is looping.,104
1672,Slow heartbeat sound.,104
1673,Heartbeats are heard.,104
1674,Heartbeat is pulsing.,104
1675,Calm heartbeat sound.,104
1676,Heartbeat is kicking.,104
1677,Stable heartbeat loop.,104
1678,Heartbeat is recorded.,104
1679,A heartbeat is steady.,104
1680,A hedgehog is running.,105
1681,A hedge trimmer is heard.,105
1682,A hedge trimmer is cutting.,105
1683,Hedge trimmers are being used.,105
1684,Hedge trimmer blade is running.,105
1685,Electric hedge trimmer is running.,105
1686,A hedge trimmer is revving up slightly.,105
1687,Shrubs are being trimmed with hedge trimmers.,105
1688,An electric hedge trimmer is cutting a hedge.,105
1689,Someone is using hedge trimmers in their garden.,105
1690,Exterior recording of hedge trimmers is present.,105
1691,An electric trimmer is being switched on and run.,105
1692,A suburban garden hedge cutting machine is running.,105
1693,A gasoline-powered hedge trimmer is being recorded.,105
1694,A baby hedgehog is eating with loud crunching sounds.,105
1695,A tractor is operating with a mechanical hedge trimmer.,105
1696,Helicopter is flying.,106
1697,A helicopter is heard.,106
1698,Helicopter is landing.,106
1699,Helicopters are flying.,106
1700,Alien has a helicopter.,106
1701,A helicopter is flying.,106
1702,Basic helicopter sound.,106
1703,A helicopter is idling.,106
1704,Helicopter is sounding.,106
1705,A helicopter is passing.,106
1706,A helicopter is landing.,106
1707,A helicopter is present.,106
1708,A helicopter is hanging.,106
1709,A helicopter is running.,106
1710,A helicopter is playing.,106
1711,Helicopters are present.,106
1712,this is a fading sound of horse clip-clop,107
1713,a noisy horse clip-clop sound,107
1714,horse clip-clop sound in a video,107
1715,horse clip-clop,107
1716,a recording of horse clip-clop,107
1717,a sound of horse clip-clop,107
1718,a rhythmic sound of horse clip-clop,107
1719,this is an annoying sound of horse clip-clop,107
1720,horse clip-clop sound in distance,107
1721,horse clip-clop sound in the background,107
1722,horse clip-clop can be heard,107
1723,this is a sound of horse clip-clop,107
1724,this is a clear sound of horse clip-clop,107
1725,this is a repetitive sound of horse clip-clop,107
1726,this is a continuous sound of horse clip-clop,107
1727,a snippet of the horse clip-clop sound,107
1728,Horses are neighing.,108
1729,A horse is neighing.,108
1730,A horse is neighing loudly.,108
1731,A horse is whinnying/neighing.,108
1732,A horse is neighing at a mare.,108
1733,A horse is scared and neighing.,108
1734,Horses are neighing and feeding.,108
1735,Horses are neighing and grazing.,108
1736,Horses are grazing and neighing.,108
1737,A horse neighing in a stable yard.,108
1738,A horse is making a threatening neigh.,108
1739,A horse is neighing and a cow is mooing.,108
1740,Horse whinnies and neighs are being made.,108
1741,Horse sounds fading in and away with neighs.,108
1742,A trio of horses are making neighing sounds.,108
1743,A horse is neighing and approaching at a trot.,108
1744,Crackle of ice.,109
1745,Ice is cracking.,109
1746,Ice is being cracked.,109
1747,Ice cracking in a glass.,109
1748,Someone is cracking ice.,109
1749,Ice cracks are recorded.,109
1750,Ice is cracking when hit.,109
1751,Ice is cracking and popping.,109
1752,Ice is melting and cracking.,109
1753,Ice is creaking and cracking.,109
1754,Ice is expanding and cracking.,109
1755,Ice cracking sound is designed.,109
1756,Ice is defrosting and cracking.,109
1757,Cracking ice is being recorded.,109
1758,Ice is crackling in the freezer.,109
1759,Nice crackling thunder is heard.,109
1760,An ice cream van is going past.,110
1761,Ice cream van chime song is playing.,110
1762,An ice cream van song is being played.,110
1763,A song is playing on an ice cream van.,110
1764,An ice cream van is driving along a road.,110
1765,An ice cream van with a recognizable tune.,110
1766,An ice cream van melody with distortion is heard.,110
1767,Ice-cream van outside with other drivers beeping.,110
1768,An ice-cream van is driving past and making sound.,110
1769,"Traffic, atmos, and ice-cream van chimes are heard.",110
1770,An ice-cream van is driving and waiting for customers.,110
1771,"this is a fading sound of ice cream truck, ice cream van",110
1772,"a poor quality recording of ice cream truck, ice cream van",110
1773,"a snippet of the ice cream truck, ice cream van sound",110
1774,"a noisy ice cream truck, ice cream van sound",110
1775,"ice cream truck, ice cream van can be heard",110
1776,a blend of lathe spinning sounds,111
1777,this is a repetitive sound of lathe spinning,111
1778,this is a clear sound of lathe spinning,111
1779,a recording of lathe spinning,111
1780,this is a continuous sound of lathe spinning,111
1781,a loud sound of lathe spinning,111
1782,lathe spinning can be heard,111
1783,a noisy lathe spinning sound,111
1784,this is a sound of lathe spinning,111
1785,lathe spinning sound in a video,111
1786,lathe spinning sound in the background,111
1787,lathe spinning sound in distance,111
1788,a poor quality recording of lathe spinning,111
1789,this is an annoying sound of lathe spinning,111
1790,a rhythmic sound of lathe spinning,111
1791,a sound of lathe spinning,111
1792,Lawn is being mowed.,112
1793,A lawnmower is idling.,112
1794,Lawn mower is running.,112
1795,A lawnmower is riding.,112
1796,Someone mows the lawn.,112
1797,Lawn mower is starting.,112
1798,Lawn mower starting up.,112
1799,A lawn mower is running.,112
1800,Tractor is mowing a lawn.,112
1801,A lawn mower is starting.,112
1802,Someone is mowing a lawn.,112
1803,A lawn mower is stopping.,112
1804,Lawn mower is in a garden.,112
1805,Lawnmowers are being used.,112
1806,Lawn mower false starting.,112
1807,Big lawnmower is recorded.,112
1808,lighting firecrackers sound in the background,113
1809,this is a repetitive sound of lighting firecrackers,113
1810,a noisy lighting firecrackers sound,113
1811,lighting firecrackers can be heard,113
1812,a rhythmic sound of lighting firecrackers,113
1813,this is a sound of lighting firecrackers,113
1814,a sound of lighting firecrackers,113
1815,a loud sound of lighting firecrackers,113
1816,this is a continuous sound of lighting firecrackers,113
1817,this is an annoying sound of lighting firecrackers,113
1818,lighting firecrackers sound in a video,113
1819,a poor quality recording of lighting firecrackers,113
1820,a blend of lighting firecrackers sounds,113
1821,a snippet of the lighting firecrackers sound,113
1822,this is a fading sound of lighting firecrackers,113
1823,lighting firecrackers,113
1824,A lion is growling.,114
1825,Lions are growling.,114
1826,A lion growl (not real).,114
1827,A lion is growling loudly.,114
1828,A lion is making loud growls.,114
1829,Lions and tigers are growling.,114
1830,A lion is yelping and growling.,114
1831,Lions are panting and growling.,114
1832,Lions are snarling and growling.,114
1833,A lion is snarling and growling.,114
1834,Lions are growling and snarling.,114
1835,A lion is growling and snarling.,114
1836,A lion is making a loud howl and growl.,114
1837,A lion is making loud snarls and growls.,114
1838,"Lions are yowling, snarling, and growling.",114
1839,"A lion is growling, roaring and breathing.",114
1840,Lions are roaring.,115
1841,Male lions are roaring.,115
1842,Lions are roaring at a zoo.,115
1843,Lions are roaring in the distance.,115
1844,Lions are roaring from a distance.,115
1845,"Lions are roaring, with cicadas in the background.",115
1846,Lions are roaring and cicadas are in the background.,115
1847,Roaring lions can be heard. A single lion is roaring.,115
1848,Lions are roaring. Insects are chirping in the background.,115
1849,"Male sealions are making roars, growls, and grunts. Calls from another male are heard. A colony of sealions is in the background.",115
1850,a noisy lions roaring sound,115
1851,this is a repetitive sound of lions roaring,115
1852,this is an annoying sound of lions roaring,115
1853,this is a clear sound of lions roaring,115
1854,this is a continuous sound of lions roaring,115
1855,lions roaring,115
1856,Lip-smacking sounds are heard.,116
1857,Someone is smacking their lips.,116
1858,Someone is chewing and lip smacking.,116
1859,Someone is lip-smacking rhythmically.,116
1860,Someone is making a lip-smacking sound.,116
1861,A collie dog is panting and lip smacking.,116
1862,Someone or something is smacking its lips.,116
1863,Lip smacking and eating sounds are present.,116
1864,Someone is yawning and smacking their lips.,116
1865,A horse is eating grass and smacking its lips.,116
1866,Lip smacking and mango eating is being recorded.,116
1867,Someone is eating mango and smacking their lips.,116
1868,Flip flops are smacking down a concrete staircase.,116
1869,Someone is eating peanut butter and smacking their lips.,116
1870,Someone is taking a slurp of tea and smacking their lips.,116
1871,Someone is smacking their lips after eating a sausage roll.,116
1872,Guns are shooting.,117
1873,A gun is shooting.,117
1874,A machine gun sound.,117
1875,Nerf gun is shooting.,117
1876,Machine gun is firing.,117
1877,Machine guns are firing.,117
1878,A machine gun is firing.,117
1879,A laser gun is shooting.,117
1880,A machine gun is cocking.,117
1881,Machine gun shot is made.,117
1882,Light machine gun firing.,117
1883,A machine gun is shooting.,117
1884,Arcade machine gun sounds.,117
1885,Machine gun fire is heard.,117
1886,A submachine gun is firing.,117
1887,Machine gun firing a round.,117
1888,A magpie is calling.,118
1889,Magpies are calling.,118
1890,Magpies are calling to each other.,118
1891,A single azure-winged magpie is calling.,118
1892,Crows and magpies are flying and calling.,118
1893,Little birds and magpies are making calls.,118
1894,Magpies are calling and there are other birds in the background.,118
1895,Birds suddenly descend on a seaside village and a magpie makes a close call.,118
1896,"Many bird species are calling, including a magpie robin. A gaur is breathing.",118
1897,Magpies are calling to each other with some other birds and wind in the background.,118
1898,A bird is calling with a magpie robin in the background and other birds in the distance.,118
1899,A bird is making wingbeats. An azure-winged magpie is making alarm calls. Insects can be heard.,118
1900,A bird is calling. A magpie robin is in the background. Other forest birds are in the distance.,118
1901,A bird is flapping its wings. Azure-winged magpie alarm calls and insects are in the background.,118
1902,Falcons are calling in a colony. Magpies are chattering in the background. Other birds are singing. Frogs are near the end.,118
1903,A robin is singing. Calls and songs from chaffinches are heard. Distant magpie and greenfinches are heard. Birds are moving in bushes.,118
1904,A male is singing.,119
1905,A male is hissing.,119
1906,Male kissing sound.,119
1907,A female is singing.,119
1908,Single female sneeze.,119
1909,Male voice is singing.,119
1910,A male bird is singing.,119
1911,Female ghost is singing.,119
1912,A male whale is singing.,119
1913,A male choir is singing.,119
1914,A male singing in a park.,119
1915,Male natives are singing.,119
1916,Male singers are singing.,119
1917,A male animal is singing.,119
1918,A male cicada is singing.,119
1919,A male is singing a song.,119
1920,A male human being is speaking.,120
1921,Female adult speaking in a retarded manner.,120
1922,A female voice is speaking in an annoying manner.,120
1923,"male speech, man speaking sound in distance",120
1924,"this is a sound of male speech, man speaking",120
1925,"a rhythmic sound of male speech, man speaking",120
1926,"a loud sound of male speech, man speaking",120
1927,"this is a clear sound of male speech, man speaking",120
1928,"this is an annoying sound of male speech, man speaking",120
1929,"a sound of male speech, man speaking",120
1930,"male speech, man speaking sound in a video",120
1931,"a recording of male speech, man speaking",120
1932,"male speech, man speaking sound in the background",120
1933,"a poor quality recording of male speech, man speaking",120
1934,"male speech, man speaking",120
1935,"a blend of male speech, man speaking sounds",120
1936,A metronome is heard.,121
1937,Metronome is ticking.,121
1938,Metronome bell ticked.,121
1939,A metronome is playing.,121
1940,A metronome is ticking.,121
1941,A metronome is looping.,121
1942,A metronome is clicking.,121
1943,The metronome is ticking.,121
1944,A high metronome is heard.,121
1945,Metronomes are being played.,121
1946,A metronome is being played.,121
1947,A metronome is being created.,121
1948,Metronome is marking the pulse.,121
1949,A metronome is being generated.,121
1950,Metronome sound is being played.,121
1951,A metronome bell is being played.,121
1952,A missile is launching.,122
1953,A homemade missile is launching.,122
1954,A missile launcher is being fired.,122
1955,Magical missiles are being launched.,122
1956,A missile is launching up in the air.,122
1957,Interference caused by a missile launch.,122
1958,A missile is being lowered from a launch position.,122
1959,White noise sounds like a rocket or missile is launching.,122
1960,An explosion with shell whine and a missile launch is present.,122
1961,"Missile launch sound effect, suitable for war or launch sequences.",122
1962,White noise is being manipulated to sound like a rocket or missile launch.,122
1963,A digital build-up leading to a missile launch/explosion/hyperdrive effect.,122
1964,this is a continuous sound of missile launch,122
1965,a noisy missile launch sound,122
1966,this is a sound of missile launch,122
1967,a blend of missile launch sounds,122
1968,A mosquito is buzzing.,123
1969,Mosquitos are buzzing.,123
1970,Mosquitoes are buzzing.,123
1971,Mosquito is buzzing close up.,123
1972,A mosquito is buzzing around.,123
1973,A mosquito is buzzing electronically.,123
1974,A mosquito is buzzing near someone's ear.,123
1975,Mosquito buzzing and bird chirping sound.,123
1976,"Crickets, frogs, and mosquitoes are buzzing.",123
1977,Mosquitoes and flies are buzzing on a window.,123
1978,A mosquito is buzzing with background sounds.,123
1979,Frogs are croaking and mosquitoes are buzzing.,123
1980,"Someone is making a mosquito buzz and a ""tired"" sound.",123
1981,A synthetic sound of buzzing mosquitos or bees is being played.,123
1982,Birds are making contact calls. Flies and mosquitoes are buzzing. Other birds are in the distance.,123
1983,Birds are chattering harshly. Flies and mosquitoes are buzzing. Kingfishers are diving with splashes.,123
1984,A motorboat is idling and accelerating to medium speed.,124
1985,"this is a sound of motorboat, speedboat acceleration",124
1986,"this is a repetitive sound of motorboat, speedboat acceleration",124
1987,"a sound of motorboat, speedboat acceleration",124
1988,"a loud sound of motorboat, speedboat acceleration",124
1989,"a blend of motorboat, speedboat acceleration sounds",124
1990,"motorboat, speedboat acceleration",124
1991,"a noisy motorboat, speedboat acceleration sound",124
1992,"a poor quality recording of motorboat, speedboat acceleration",124
1993,"a rhythmic sound of motorboat, speedboat acceleration",124
1994,"this is an annoying sound of motorboat, speedboat acceleration",124
1995,"a recording of motorboat, speedboat acceleration",124
1996,"this is a continuous sound of motorboat, speedboat acceleration",124
1997,"a snippet of the motorboat, speedboat acceleration sound",124
1998,"this is a fading sound of motorboat, speedboat acceleration",124
1999,"motorboat, speedboat acceleration sound in the background",124
2000,Clicking a mouse.,125
2001,A mouse is clicked.,125
2002,A mouse is clicking.,125
2003,Laptop mouse clicks.,125
2004,Mouse clicking sounds.,125
2005,Mouse clicks are heard.,125
2006,Different mouse clicks.,125
2007,A mouse click is heard.,125
2008,A computer mouse clicks.,125
2009,A mouse is being clicked.,125
2010,Mouse clicks and scrolls.,125
2011,Someone is mouse clicking.,125
2012,PC mouse is being clicked.,125
2013,Mouse clicks in an office.,125
2014,Mouse clicks are recorded.,125
2015,Computer mouse is clicking.,125
2016,a noisy mouse pattering sound,126
2017,this is an annoying sound of mouse pattering,126
2018,a blend of mouse pattering sounds,126
2019,this is a fading sound of mouse pattering,126
2020,mouse pattering,126
2021,mouse pattering sound in the background,126
2022,a poor quality recording of mouse pattering,126
2023,this is a continuous sound of mouse pattering,126
2024,a rhythmic sound of mouse pattering,126
2025,mouse pattering sound in distance,126
2026,this is a sound of mouse pattering,126
