,caption,class
2503,Bathroom door is horribly squeaky.,[65]
2504,A zipping sound is heard.,[79]
2505,A fly is buzzing.,[11]
2506,Someone is doing dishes and steps on a wooden floor.,[26]
2507,Rain is falling through a tin gutter.,[55]
2508,"A noisy, glitched bass drum sound is being created.",[5]
2509,A printer is making sound.,[52]
2510,An electric guitar is being emulated and recorded.,[29]
2511,An electric guitar is synthesized and recorded.,[29]
2512,Someone is playing a tune on a keyboard.,[20]
2513,Water is running from a faucet.,[74]
2514,A ditty is being played on a keyboard.,[20]
2515,Sound of a fan in front of a store.,[48]
2516,A bathroom fan and water are being heard.,[48]
2517,A hihat beat is being played.,[41]
2518,A fast hi-hat drum beat.,[41]
2519,There is the sound of a stream in a clay pit pond area.,[66]
2520,Someone is hitting pans and pots with various objects.,[26]
2521,A lite thunderstorm is happening with close up crickets.,[22]
2522,Someone is screaming on the phone.,[58]
2523,A female band is performing in a secret speakeasy.,[32]
2524,Someone is running a pen along railings.,[56]
2525,Man is yelling and selling things.,[78]
2526,"Water is washing up on rocks, sloshing and gurgling.",[39]
2527,Chewing sounds are present.,[14]
2528,"Someone is making several plings on a glass with their finger and a spoon, filled with water on different levels.",[33]
2529,Water is pouring down onto rocks in a stream in the woods.,[66]
2530,A processed gong strike sample is playing in reverse.,[38]
2531,Someone is opening a wardrobe with a squeaky sound.,[65]
2532,A yellow-vented bulbul is singing with noise from a waterfall and some echo.,[78]
2533,Sound of a clock tick and noise.,[69]
2534,"People are walking and talking, and church bells are pealing slowly in the background.","[73, 18]"
2535,"A child's toy is saying ""leopard"".",[15]
2536,"A child's toy is speaking the word ""snake."".",[15]
2537,A synthesized stream of water is being played.,[66]
2538,Deep purring cat is being remixed.,[53]
2539,A woman is speaking.,[32]
2540,An office printer is making ambient sounds.,[52]
2541,A fan in a van is making a dying sound.,[48]
2542,A synth is being programmed to make a farting noise and a bubbling water noise.,[30]
2543,"A child's educational toy is speaking ""dolphin."".",[15]
2544,A child's toy is speaking.,[15]
2545,A bird is singing with many cicadas and grasshoppers.,[45]
2546,"A child's toy is speaking the word ""police"".",[15]
2547,"A child's educational toy is saying ""this"".",[15]
2548,"A male says ""sentirse herido"".",[46]
2549,A toy keyboard is being circuit bent through a bass effects pedal.,[20]
2550,Wire hangers are clinking.,[16]
2551,A musical piece is being played and someone is applauding.,[3]
2552,Water is running in the washroom sink.,[61]
2553,Key is being banged against glass filled with water.,[33]
2554,Extremely bassy knocking sound is repeated.,[44]
2555,Children's toy is speaking and following.,[15]
2556,A fan is being used to create distortions from a radio.,[48]
2557,"Electric guitar, bass, ud, and drums are being played in a concert fragment.",[29]
2558,A church bell is ringing in the distance.,[18]
2559,"A child's educational toy is saying ""camel."".",[15]
2560,"Someone is saying ""Some people take offense, I kid you not"".",[15]
2561,The clink of wire hangers is heard with added bitcrusher and compression.,[16]
2562,Clink of wire hangers with ring modulator effect.,[16]
2563,Someone is clinking wire hangers.,[16]
2564,A fan oven is running.,"[48, 50]"
2565,A printer is printing a piece of paper.,[52]
2566,A young Papillon dog is barking in a small room.,[4]
2567,A delay effect is being applied to snapping fingers.,[34]
2568,Snapping fingers with delay effect.,[34]
2569,Snapping fingers with a delay effect and feedback is being made.,[34]
2570,Snapping fingers with a delay effect and feedback is being made once.,[34]
2571,A delay effect is being applied to the sound of snapping fingers.,[34]
2572,An electric guitar is making a funny noise.,[29]
2573,A heat dish starts up and is modulated with plugins.,[26]
2574,A simulation of a pinball free-ball knock is heard.,[44]
2575,Someone is opening and closing a bathroom drawer.,[27]
2576,A baby boy is making baby noises and speaking to a baby cult.,[46]
2577,The perspective is from inside a trash can at a bus stop.,[10]
2578,A crowd is shouting and drumming at a meadow.,[23]
2579,Fireworks are exploding and reverberating with faint crowd cheering noises heard.,"[13, 23]"
2580,Frying bacon is being cooked.,[35]
2581,Cat is purring.,[53]
2582,"A child's toy is speaking the word ""computer"".",[15]
2583,A child's educational toy is speaking.,[15]
2584,"A child's educational toy is speaking ""zipper"".","[79, 15]"
2585,Women are singing crishna chants.,[31]
2586,Someone is playing the accordion in the streets.,[1]
2587,A continuous distressed hissing sound with intermittent keyboard is playing.,"[42, 20]"
2588,"Water is falling, bells are ringing, people are talking, and a small dog is barking at the entrance of a museum.",[4]
2589,"People are walking and talking, and church bells are ringing in the background.","[73, 18]"
2590,A person is playing a keyboard.,[20]
2591,Synthesized applause at an awards ceremony.,[3]
2592,A young Papillon dog is barking with birds in the background.,[4]
2593,Stream flow recording.,[66]
2594,Snapping fingers with feedback is being made.,[34]
2595,Strong feedback is applied to the sound of snapping one's fingers.,[34]
2596,A delay effect with feedback is being applied to the sound of snapping fingers.,[34]
2597,Snapping fingers with a delay effect is being made.,[34]
2598,A fridge is buzzing.,[11]
2599,Applause is being recorded.,[3]
2600,"Someone is smoking a cigarette near a building and a man is saying ""bon appetit"".",[46]
2601,"There is a distant marsh ambiance with frog and bird calls, insects buzzing, and bleating sheep.",[11]
2602,The clock is ticking and water is dripping in the kitchen.,"[28, 69]"
2603,An office printer is being recorded.,[52]
2604,A car is passing by and sounds are produced in a stairwell.,[12]
2605,Clothes dryer is humming and squeaking.,[65]
2606,"A child's educational toy is speaking the word ""trumpet."".",[15]
2607,Someone is sneezing twice.,[64]
2608,Applause at a classical music concert.,[3]
2609,"A large flock of starlings are roosting and singing, with some noise from passing vehicles.",[12]
2610,"A child's toy speaks the word ""noodle"".",[15]
2611,Hi-hat beat is being played.,[41]
2612,Someone is getting off a bus and walking around as it drives away.,"[73, 10]"
2613,A ticking watch.,[69]
2614,Someone is sitting on a bus and thinking.,[10]
2615,The sound of waves at a beach.,[75]
2616,Cars are passing by a bus stop.,"[10, 12]"
2617,A microwave being set and starting and stopping.,[50]
2618,A weak woman is screaming.,[58]
2619,Something is spinning through crickets and space atmosphere.,[22]
2620,Running water faucet is being recorded.,[74]
2621,"The ambience of an old port/harbour can be heard with birds, boat signals, church bells, and wedding fireworks.",[18]
2622,Water is dripping and birds are singing.,[28]
2623,Soft waves and traffic noise in the background.,[71]
2624,"Rhythmic clapping, fart sounds and high pitched bits.","[19, 30]"
2625,A space cruiser is accelerating into warp speed.,[0]
2626,A running fan is making a sound.,[48]
2627,Subway train accelerating and humming.,[0]
2628,A burp is being made.,[9]
2629,Someone is making a stuttery burp.,[9]
2630,Small sea waves are being recorded.,[75]
2631,Someone is making a monster burp.,[9]
2632,"Bell informs time, train passes, fountain creates noise, traffic starts again.",[71]
2633,"Cricket is singing, wind is blowing, and cars are passing.","[12, 22]"
2634,Monkeys are chasing each other and squeaking.,[65]
2635,"A female voice is saying ""DJ Jossy"".",[32]
2636,"A female is saying ""intoxicators"".",[32]
2637,Raw recordings of burping.,[9]
2638,Heartbeat or fart is playing.,[30]
2639,Rhythmic claps with accompanying noise and random high pitched sounds.,[19]
2640,A rubber-tipped mallet is creating a soft eerie atmosphere by dragging it across a gong.,[38]
2641,A jackdaw is calling with background noise of traffic and floor sweeping.,[71]
2642,Cars are passing through a main square.,[12]
2643,Raindrops are dripping.,"[28, 55]"
2644,Traffic and crickets are heard.,[22]
2645,A female robotic voice is speaking.,[32]
2646,Mangabeys and birds are calling and a small stream is making noise.,[66]
2647,"A girlfriend is saying ""DJ Jossy."".",[32]
2648,Someone is burping with a hiccup.,[9]
2649,A long multi-part burp is heard.,[9]
2650,A wet creature is burping.,[9]
2651,Mechanical kitchen timer is ticking.,[69]
2652,Clipped fart sounds are playing.,[30]
2653,"A light plane, a railcar train, and a motorcycle are passing by.","[51, 12]"
2654,"Wind from a forest, skylark, yellowhammer, airtraffic, and insects are heard.",[78]
2655,People are talking and cars are passing near a river in a park.,[12]
2656,A strange buzzing sound is heard in front of a dentist's office.,[11]
2657,Drone is created by a passing car.,[12]
2658,A drone created by a buzzing cash machine.,[11]
2659,A field recording is being made inside a bus with an air conditioner hum.,[10]
2660,Someone is making a powerful burp.,[9]
2661,A longer burp with a wet edge is being belched.,[9]
2662,A big burp is heard.,[9]
2663,Someone burps raspily.,[9]
2664,Someone is burping with a 'yeah' ending.,[9]
2665,An electronic clap loop is playing.,[19]
2666,A home phone is buzzing.,[11]
2667,A plane is landing and swallows are squeaking.,[65]
2668,A microwave motor is making a sound with a revolving internal tray.,"[50, 51]"
2669,Children are laughing and making fart noises.,[30]
2670,Synthetic sounds that remind of wet farts.,[30]
2671,"People are talking, smoking, and drinking beer in the rain, with passing cars and trams heard.",[12]
2672,Birds and cars passing by on a road.,[12]
2673,People are walking and cars are passing.,"[73, 12]"
2674,"Paddling, distant dog barking, quiet talk, and noise of a small boat reaching a wharf are recorded.",[4]
2675,Small sea waves are being heard.,[75]
2676,"Sounds in a nearby amusement park include dock noises, tweeting young seagulls, soft talk, passing vehicles, and people shouting.","[17, 12]"
2677,A sound alert system and passing vehicles are heard.,[12]
2678,Water is streaming with echoes in the mountains.,[66]
2679,Someone is miaowing on a tenement's courtyard.,[49]
2680,Someone is closing a car trunk with shopping bags. Background noise is traffic.,[71]
2681,A Gibbon is chattering and squeaking.,[65]
2682,Someone is sitting inside a bus trying to find a seat.,[10]
2683,Someone is burping low and rumbly.,[9]
2684,Someone is making a rude burp.,[9]
2685,Someone is making a strained and stretched burp.,[9]
2686,A drum loop is being played with solo claps.,[19]
2687,A kitchen clock is ticking.,[69]
2688,A wind-up mechanical kitchen timer is ticking down and stops.,[69]
2689,Raw recording of a fart.,[30]
2690,A medium size stream is running in the woods.,[66]
2691,Burps are playing.,[9]
2692,A drum loop is playing a solo clap.,[19]
2693,A bus is honking in city traffic.,[10]
2694,Air conditioner hum on a bus is recorded.,[10]
2695,A performance is being played using keyboards and singing.,[20]
2696,Water is dripping into a pond and insects are making noise.,[28]
2697,"Group of children are screaming ""aaaahhhhh"".",[58]
2698,"People talking, passing cars, and trams during a rainstorm.",[12]
2699,Raindrops are hitting an umbrella during wind.,[55]
2700,A burp sounds like a space monster.,[9]
2701,Waves and seagulls at a beach.,[75]
2702,"A long, deep burp that gets louder.",[9]
2703,A welder is making a sound with a generator buzzing and cars passing by in the background.,"[11, 12]"
2704,Monkeys are chasing and squeaking.,[65]
2705,A buzzy klaxon with reverb.,[11]
2706,A zipper is being opened and closed.,[79]
2707,"A repeating buzzy ""error"" klaxon is heard.",[11]
2708,Zipper is being pulled open.,[79]
2709,Slow dark drum kit with a bizarre high hat.,[41]
2710,Small streams are making sounds on a hike by a lake.,[66]
2711,"A girl is saying ""Pay up Mootcher!"".",[32]
2712,"People are singing accompanied by castanets and mandolins in the background of bird chirps, voices, church bells, and city rumble.","[17, 18, 45]"
2713,A woman is speaking stridently.,[32]
2714,Numbers are being pressed in a microwave.,[50]
2715,Crickets and a plane are overhead.,[22]
2716,Someone's girlfriend is saying various phrases.,[32]
2717,Girlfriend saying various phrases.,[32]
2718,Someone's girlfriend is saying DJ related phrases.,[32]
2719,Streams are flowing by a lake.,[66]
2720,A heavy shower of large raindrops is being recorded.,[55]
2721,"Crickets, birds, and rain are pattering in the early morning.",[22]
2722,Someone is knocking tweezers against a metal pole.,[44]
2723,A cupboard door is slamming and kitchenware is shaking.,[63]
2724,"Thunder is close and distorted, followed by raindrops falling on a metal plate and more distant thunders.",[55]
2725,People are arriving/leaving and traffic noises are heard in front of a supermarket.,[71]
2726,A shop fan is playing on a street with a passing car in the background.,"[48, 12]"
2727,Toy xylophone multisamples.,[47]
2728,Small streams are being recorded near a lake.,[66]
2729,Streams are making a sound near a lake.,[66]
2730,Someone is typing on a keyboard with a loud PC in the background.,[20]
2731,An electric guitar loop is playing a house effect.,[29]
2732,"Male Red-deer is roaring, with crickets in the background.",[22]
2733,"A woman is saying ""You're in the beat with DJ Duke"".",[32]
2734,A girlfriend is saying various DJ related phrases.,[32]
2735,Old cupboard door opening.,[24]
2736,Electric guitar has a house effect loop.,[29]
2737,An electric guitar is playing a loop.,[29]
2738,Antique toilet flushing and refilling.,[70]
2739,"Someone's girlfriend saying ""dj monk in the mix"".",[32]
2740,"Someone's girlfriend is saying ""self-destructive tendencies"".",[32]
2741,Birds are singing and wind and car are passing.,[12]
2742,Toy xylophone (bells) are being played.,[47]
2743,"Girlfriend is saying ""jabberwocky"".",[32]
2744,Someone is writing on a pad of paper.,[77]
2745,Church bells are pealing and there is background noise from voices and traffic.,"[18, 71]"
2746,"A strident, annoying, medium-pitched female voice is saying something.",[32]
2747,"A strident, annoying, medium-pitched young female voice is saying ""No musical value whatsoever!"".",[32]
2748,"A strident young female voice is saying ""Pseudointellectual bullshit!"".",[32]
2749,"A man is saying ""DJ Funky Fierce"".",[46]
2750,The putipu'ù burping sound is being played.,[9]
2751,An accordionist is playing music in a cemetery.,[1]
2752,A piano is playing lower notes and a dog is barking.,[4]
2753,An old cupboard's door is opening.,[24]
2754,Gurgling sounds are being processed to sound like bells or wind chimes.,[39]
2755,Bells or wind chimes are gurgling.,[39]
2756,Many birds are chirping and singing near a stream.,"[17, 66]"
2757,"A female voice says ""This music is just lame!"".",[32]
2758,Someone is alighting from a train and walking through squeaking doors.,"[73, 65]"
2759,Crickets are chirping with light traffic in the background.,"[17, 22]"
2760,"A woman is saying ""dj funky fierce in the mix"".",[32]
2761,A low frequency loop of a buzzing bumblebee is playing.,[11]
2762,A train is approaching with crickets in the background.,[22]
2763,A girlfriend is saying DJ related phrases.,[32]
2764,"A strident young female voice is saying ""This isn't music, this is bullshit!"".",[32]
2765,A toy harmonica is heard.,[40]
2766,A dripping sound is playing.,[28]
2767,"Someone is saying ""What is this?!"" in a strident, annoying, medium-pitched young female voice.","[32, 41]"
2768,Annoying young female voice speaking.,[32]
2769,A drum and bass loop is being played with a burping bass.,[9]
2770,People are passing by and an electronic clock is ticking in an underground passage.,[69]
2771,A male Red-deer is running and making noises.,[56]
2772,A mandolin strums and is bowed with a ebow.,[67]
2773,"It is raining and crickets can be heard, with distant vehicle traffic and people sounds.",[22]
2774,A digital recording of a cat purring is playing.,[53]
2775,Girlfriend saying phrases.,[32]
2776,"Leaves are being blown, people and vehicles are passing by.",[12]
2777,Toy xylophone is being played.,[47]
2778,Burping sound is made by percussion instrument.,[9]
2779,Someone is opening an old cupboard's door.,[24]
2780,There is a bass guitar loop house effect.,[6]
2781,A door is closing with a creaking squeak.,[65]
2782,Gentle rain with wind and dog barks.,[4]
2783,"People are talking, dogs are barking, motorcycles and cars are passing on a street.","[51, 4, 12]"
2784,Waves are splashing on a sandy beach.,[75]
2785,"Binaural recording at the shore of a Loch, waves and traffic noises.",[71]
2786,Drawers are being slammed.,[63]
2787,A keyboard is being recorded.,[20]
2788,Rain is falling on a boatshed roof.,[55]
2789,Keys on a keyboard are being typed.,[20]
2790,Wooden cabinet drawer is sliding open and close.,[27]
2791,Someone is strumming a small guitar with an original D string.,[67]
2792,A bathtub faucet is making a sound.,[74]
2793,"Someone is screaming ""La"".",[58]
2794,An old microwave is making some beeps.,[50]
2795,A man is saying a word.,[46]
2796,People are doing a chant and clapping.,[19]
2797,An egg timer is ticking near microphones.,[69]
2798,A stream is present.,[66]
2799,A man is saying words.,[46]
2800,"Seagulls call, voices, and soft waves are heard.",[75]
2801,Someone is trying to clean a hissy original.,[42]
2802,Oceanic waves are breaking at a beach.,[75]
2803,Someone is squeaking a metal handle on a lawnmower.,[65]
2804,Clapping and cheering at a game.,"[19, 13]"
2805,"Insects and birds are buzzing, with distant traffic noise.","[11, 71]"
2806,A hissier sound is being made.,[42]
2807,Compressor is working at a factory and dogs are barking in the distance.,[4]
2808,Creek flowing and dogs barking in the distance.,[4]
2809,A tweaked basic clap sound.,[19]
2810,Rain is falling on the street with drips.,"[28, 55]"
2811,Rain is dripping on cardboard.,"[28, 55]"
2812,Music is playing on a keyboard.,[20]
2813,Someone is practicing on a keyboard.,[20]
2814,Someone is yelling at a sports game.,[78]
2815,"Hands clapping and zipper recorded with a microphone, normalized.","[19, 79]"
2816,An egg timer is ticking.,[69]
2817,Someone is tweaking a clap to sound like a hat.,[19]
2818,Church tower bells are pealing.,[18]
2819,Barking dogs and a passing car are heard.,"[4, 12]"
2820,People are talking and busses are coming and going at a bus station.,[10]
2821,Birds are singing with traffic noise in the background.,[71]
2822,"Pealing bells, traffic noise, and chirping birds are present.","[17, 71]"
2823,A jacket zipper is being zipped.,[79]
2824,A bass guitar is playing.,[6]
2825,"Someone yells ""yeah"" and claps.","[19, 78]"
2826,"A loud cricket is heard, solo.",[22]
2827,Environment from a bus station is being recorded.,[10]
2828,A closer recording of a microwave.,[50]
2829,Waves are splashing softly with bird calls and distant traffic noise.,[71]
2830,A cat purring.,[53]
2831,A stream or small river is flowing.,[66]
2832,Different sounds of instruments on a virtual keyboard are played with amplification.,[20]
2833,Player name announcement and cheer.,[13]
2834,"Birds are calling, goats are bleating, and insects are buzzing.",[11]
2835,Someone is starting and running a lawn mower.,[56]
2836,The ambient sound of a bus station is heard.,[10]
2837,A bird and crickets are singing.,[22]
2838,"Someone is saying ""This is our idea: this is our sound, this is our music. THIS IS WHAT YOU NEED!"".",[41]
2839,A car door is slammed in a parking garage.,[63]
2840,Fireworks and crickets are being recorded outside.,[22]
2841,"Crowing crows, wind, church bells, passing tractors, and cars are heard.","[18, 12]"
2842,Wet silverware is being jangled.,[25]
2843,A river is flowing and crickets are chirping.,"[17, 22]"
2844,A remix of a laser delay drip is playing.,[28]
2845,Effects are added to disguise fan noise and an echoey room.,[48]
2846,"Birds, frogs, and crickets are making sounds near the bird observatory hut.",[22]
2847,A fan is being recorded with a close mic.,[48]
2848,A bathroom fan is buzzing.,"[48, 11]"
2849,"Waves, people, and a dog are barking.",[4]
2850,Crickets near a pond on a windy day.,[22]
2851,Cutlery is rattling inside a cheese grater.,[25]
2852,A stream is distant.,[66]
2853,Electronic insect is buzzing.,[11]
2854,"Night ambience of recharging trucks, creaking doors, passing cars, sizzling electricity pylon, and voices.",[12]
2855,"Cutlery is rattling inside a plastic tub, mangled in a maxmsp granular algorithm.",[25]
2856,"A short, weird scream is made for processing.",[58]
2857,Birds are chattering in the back yard with background noise from traffic.,[71]
2858,"A fan is humming, a toilet is flushing, and the toilet lid is being slammed loudly.","[48, 70, 63]"
2859,Cars and trucks passing by a car park.,[12]
2860,Cars and trucks passing by.,[12]
2861,An electronic insect is buzzing around.,[11]
2862,A squeaking noise is heard.,[65]
2863,A cricket is chirping loudly.,"[17, 22]"
2864,A clock and an owl are ticking.,[69]
2865,Sound of cutlery being manipulated.,[25]
2866,A CD printer is printing a disc and the autoloader is inserting a new CD.,[52]
2867,High-hat rhythm is flanged.,[41]
2868,A floorboard is squeaking.,[65]
2869,"City noises, including traffic and people walking past, are being recorded while walking around a financial district.","[73, 71]"
2870,"It is raining, with a drone from a factory, rumbles, cawing birds, and passing cars.",[12]
2871,Loud water hiss and burbling noises from sink tap and drain.,"[42, 68, 74]"
2872,A metal dog dish is being pushed across a linoleum floor.,[26]
2873,Water is dripping into a plastic tub.,[28]
2874,A screeching bird and traffic noise are being recorded.,[71]
2875,"A rubbery squeaking noise is heard, low to midrange in pitch and slow.",[65]
2876,"People are eating dinner at a fruit-processing plant, with church bells ringing and banging sounds from a loading ramp, music from parked trucks, and voices.",[18]
2877,The drone of a cooler store and buzz made by a forklift in a fruit-processing plant ambience.,[11]
2878,"Ambient sound of rain, birds, and passing cars.",[12]
2879,"Sounds of passing cars, machines, and banging are heard.",[12]
2880,Car park ambience with passing cars and trucks.,[12]
2881,Cars are passing by and people are talking in a car park.,[12]
2882,A sharp cheerful bass loop is playing.,[13]
2883,Someone is leaving a house and slamming the door.,[63]
2884,A coffee maker is winding down with gurgles and hisses.,"[42, 39]"
2885,A stream is flowing down rocks to the river.,[66]
2886,A printer is making sounds.,[52]
2887,"Wet silverware, excited burbling and clanging sounds are being made.",[25]
2888,Arm is moving to pick up discs for automated CD printer.,[52]
2889,Fireworks are exploding with screams in the distance.,[58]
2890,A toilet lid is slamming.,[63]
2891,"Traffic is passing, local wildlife is making noise, and distant construction work is happening.",[71]
2892,"Crickets, street noise, and squawking rooks are heard in a noisy park.",[22]
2893,Someone is closing a zip.,[79]
2894,A door is making a squeak.,[65]
2895,Children are screaming at a workshop.,[58]
2896,Children are speaking with a well effect.,[15]
2897,Light switch is making noise and has a bit of buzzing.,[11]
2898,Someone is walking towards a bus stop.,"[73, 10]"
2899,A child is speaking phrases.,[15]
2900,Car keys are rattling in a pot and being mangled.,[26]
2901,Cutlery is rattling inside a plastic tub.,[25]
2902,Cutlery is rattling inside a pot.,[25]
2903,A stream is close to someone with background sounds.,[66]
2904,A screen door is being slammed at a cabin.,[63]
2905,Crickets are chirping in the night at a wild car park.,"[17, 22]"
2906,A bathroom fan fixture is buzzing and turned on and off.,"[48, 11]"
2907,Cars are passing.,[12]
2908,Stream is close to being recorded.,[66]
2909,Water is dripping and a whistling noise is being made.,[28]
2910,"Cars, bicycles, and children are passing by.",[12]
2911,Waves are hitting a beach.,[75]
2912,The sound of a fan in a hotel room toilet.,[48]
2913,Someone is opening a door with a high-pitched squeak.,[65]
2914,A large dog with a high-pitched bark is barking.,[4]
2915,Someone is knocking on a wall.,[44]
2916,Recording of excited scissors snipping.,[57]
2917,Outdoors with crickets chirping and footsteps.,"[73, 17, 22]"
2918,Large dog barking.,[4]
2919,Large outdoors building transformer is buzzing loudly.,[11]
2920,Xylophone is being played.,[47]
2921,A fan from a small blower is being recorded.,[48]
2922,Crickets are singing in the evening with an airplane flying overhead.,[22]
2923,Someone is clicking a ceiling fan with a thumbnail.,[48]
2924,Crickets and birds are making noise.,[22]
2925,Crickets and cicadas are creating a calm ambience in a garden.,[22]
2926,A large fan is making noise.,[48]
2927,A bird is singing in someone's backyard with background noise from traffic.,[71]
2928,Shoes are squeaking in a hallway with an audible hum.,[65]
2929,A static buzz is heard.,[11]
2930,A zippo is being opened and closed.,[79]
2931,Cutlery is rattling and being mangled.,[25]
2932,"Someone is securing cargo while birds chirp, cars and motorbikes pass by in the background.","[17, 51, 12]"
2933,A fan is playing.,[48]
2934,Someone is hitting and dragging metal scissors on glass.,[57]
2935,A backpack is being zipped.,[79]
2936,Someone is slamming on a wooden desk.,[63]
2937,Variations of knocking on a wooden table can be heard.,[44]
2938,Rain falling on metal with distant thunder.,[55]
2939,Something is making a chink ping ring sound.,[16]
2940,A fan is making sounds at various speeds.,[48]
2941,Cricket sounds are being heard.,[22]
2942,Accordion rhythmical pattern with filter modulation effects.,[1]
2943,A computer fan is in a room ambiance.,[48]
2944,Something is making a metallic strumming sound.,[67]
2945,"Birds are singing at some distance, then soft rain is falling.",[55]
2946,Someone is sitting next to a buzzing fan.,[11]
2947,Someone typing on a computer keyboard.,[20]
2948,A mountain stream is flowing.,[66]
2949,The cooling fan on an external hard drive is running.,[48]
2950,Fingernail running down plastic comb to make a zipper-like sound.,[79]
2951,Bees are buzzing under a buckeye tree.,[11]
2952,Rain is falling during a storm in a car.,[55]
2953,A metal bedframe is squeaking and clothes are rustling.,[65]
2954,"Birds are chirping, a dog is barking in the distance, and someone is walking by.","[73, 17, 4]"
2955,Birds singing and rain falling.,[55]
2956,Birds and insects in garden with visitor and barking dog.,[4]
2957,A squeaky door is opening.,[65]
2958,Egg being dumped onto a frying pan is recorded.,"[26, 35]"
2959,"Singing girls, conversation, electro music, knocking, hammer and grinder noises are heard in an old courtyard.",[44]
2960,Knocking on a door.,[44]
2961,Someone is writing on paper with a pencil.,[77]
2962,"Birds, dogs, and traffic are making noise.",[71]
2963,Accordion chords with filter modulation and reverse delay.,[1]
2964,The sound of snow-melt on a shed roof and drips from gutter.,[28]
2965,There is a ticking of a cooker.,[69]
2966,An adult male is speaking.,[46]
2967,A cicada and a dog are singing and barking.,[4]
2968,A crowd is shouting slogans.,[23]
2969,An acoustic guitar is producing a note.,[2]
2970,A cat is purring and attacking a microphone.,[53]
2971,Computer with a loud fan turning on and off.,[48]
2972,"Medium rain is falling on grass and tiles, with birds singing.",[55]
2973,Birds are singing at dawn with traffic noise in the background.,[71]
2974,A fan is making noise.,[48]
2975,Water is dripping on rocks.,[28]
2976,Crickets are heard intensely.,[22]
2977,Refuse truck is making squeaky brakes.,[65]
2978,A cat is growling and a small dog is barking.,[4]
2979,Short power chord played on an electric guitar.,[29]
2980,Someone is playing a power chord on an electric guitar.,[29]
2981,A B power chord is played on an electric guitar.,[29]
2982,"A man is walking over a bridge, with a creek and small creek running under it.","[56, 73]"
2983,Rain is falling with birds singing.,[55]
2984,"A marsh is ambiant with crickets, insects, and bird calls.",[22]
2985,A D power chord is played on an electric guitar.,[29]
2986,Crows are screaming at each other.,[58]
2987,A power chord is playing on an electric guitar.,[29]
2988,A rhumba rhythm is playing on a keyboard.,[20]
2989,A repetitive tune is being made from an electric guitar sample.,[29]
2990,Intense cricket ambiance.,[22]
2991,"Near a road and a stream, birds are chirping.","[17, 66]"
2992,A thermostat is hissing and whistling as it is adjusted.,[42]
2993,Someone is filling up a kitchen sink with water.,"[33, 61]"
2994,Someone is filling a sink in the bathroom.,[61]
2995,Rain is dripping.,"[28, 55]"
2996,Church bells are being recorded in a town.,[18]
2997,Water is splashing in a small stream.,[66]
2998,"Someone is saying ""vroom"".",[0]
2999,Someone is playing a power chord on an electric guitar through a multi-effects.,[29]
3000,A power chord is being played on an electric guitar.,[29]
3001,Electric guitar is playing a power chord.,[29]
3002,Someone is scratching zippers.,[79]
3003,A sound made by flushing a toilet with a piezo transducer.,[70]
3004,A suitcase zipper is opened.,[79]
3005,Someone is giving a speech and the audience is applauding.,[3]
3006,"Someone is coughing, and there is the noise of raindrops and bird chirps in the background.","[17, 55]"
3007,"Drum loop with bassdrum, snare, hihats, a cymbal, and a beeping noise.",[41]
3008,Bees are buzzing with background sounds.,[11]
3009,Water dripping is being recorded in a tank.,[28]
3010,A chord is being played on an electric guitar.,[29]
3011,An electric guitar is playing a chord.,[29]
3012,Zippers are being scratched.,[79]
3013,An electric guitar is playing a power chord.,[29]
3014,Palm muted power chord is being played on an electric guitar.,[29]
3015,A palm muted power chord is played on an electric guitar.,[29]
3016,A rhythm pattern is being played on a keyboard.,[20]
3017,Rhythm is playing on a keyboard.,[20]
3018,A rhythm is being played on a keyboard.,[20]
3019,A mosquito is buzzing with background sounds.,[11]
3020,A standard toilet flush is happening.,[70]
3021,Birds are singing and aircraft and traffic noise is in the background.,[71]
3022,A classic knock sound is happening.,[44]
3023,Bees are buzzing on flowers.,[11]
3024,An electric guitar is being played with a cello bow.,[29]
3025,Overhead jet rumble fades out with background barking dogs and singing birds.,[4]
3026,Light water sound with crickets.,[22]
3027,Sound similar to electric bass guitar bassline is happening.,[6]
3028,Raindrops are falling from a crane onto pavement while the city goes about its business in the background.,[55]
3029,An electric guitar is playing a palm-muted D power chord.,[29]
3030,A stream is playing after rain.,[66]
3031,"Wind mill vane squeaking and down pitched, tempo processed recording.",[65]
3032,"A recording of a squeaking kitchen door, with a bit of background noise from the TV.",[65]
3033,A bass drumloop is heard.,[5]
3034,A washer is running and people are talking and a little girl is talking.,[56]
3035,A revved up technical sound is heard.,[0]
3036,A man is coughing with the noise of raindrops in the background.,[55]
3037,A snare drum fill and a clap are being made.,[19]
3038,Power chord is being played on an electric guitar.,[29]
3039,Plant misters are hissing and water is dripping onto leaves.,"[42, 28]"
3040,Crickets are chirping intensely.,"[17, 22]"
3041,Steel wheel is squeaking on a train.,[65]
3042,A cat is making a miaowing sound.,[49]
3043,Water is dripping in a downspout with a red bird accompaniment and some light traffic in the distance.,[28]
3044,Someone is playing a C power chord on an electric guitar.,[29]
3045,Wind mill vane is squeaking and processed.,[65]
3046,Drum loop has a backbeat hihat.,[41]
3047,An exhaust fan is being turned on and off.,[48]
3048,There is a sound of birds and rainfall.,[55]
3049,A pendulum clock is ticking and striking.,[69]
3050,Bells are ringing in churches.,[18]
3051,Waves are making noise on a sand beach.,[75]
