,caption,class
1091,Distorted and sour church bells ringing from the steeple.,8
1092,Someone is walking in an empty church and a bell is ringing.,8
1093,Chimera of church bells and bouncing ping pong ball.,8
1094,Church bells ring continuously and then ring three times.,8
1095,A church bell is announcing an event.,8
1096,The priest is reading the gospel during a requiem in the church.,8
1097,A single bell is tolling in a village church with the sound of the mechanism.,8
1098,"Bells ringing, possibly church bells",8
1099,Church bells are ringing over fields.,8
1100,Bells ringing at a church tower.,8
1101,Church bells are recorded.,8
1102,Church bells are ringing. People are walking.,8
1103,"Cars passing, church bells ringing, and people talking at a bus stop.",8
1104,Church bells are ringing in a side street.,8
1105,Church-bell is ringing in the city-park.,8
1106,Church bells ring loudly as they clang and echo.,8
1107,A church clock is ringing its bell.,8
1108,Bells are ringing and people are talking in a church.,8
1109,Church bells are playing a song.,8
1110,Church bells clang loudly nearby multiple times,8
1111,The bells at a church are ringing.,8
1112,Church bells are ringing from a distant church. Traffic noise is in the background.,8
1113,Village church bells are ringing to rest.,8
1114,Wood and metal clanking followed by church bells ringing,8
1115,Bells are ringing at a church. Distant traffic is audible.,8
1116,The man rings the church bell many times.,8
1117,Church bells chime,8
1118,A church bell is continuously ringing back and forth.,8
1119,A church bell chimes loudly as people talk indistinctly.,8
1120,A bell is rung at a church with background traffic.,8
1121,Bells of a church are ringing.,8
1122,Someone strikes the bell of the church five times.,8
1123,Bells are ringing inside and outside a church.,8
1124,Bells are ringing in a park and a distant church.,8
1125,Churchbells are near a youth center.,8
1126,Two sets of church bells are tolling at intervals.,8
1127,City day ambience with mild traffic and a church bell is being heard.,8
1128,Church bells are ringing in a park.,8
1129,People are leaving a church and bells are ringing in the background.,8
1130,Two sets of church bells ring at varying intervals.,8
1131,Church bells ring loudly in the same repetitive fashion,8
1132,Bells are being rung in a church.,8
1133,A church bell rings as people carry on a conversation.,8
1134,"Village sounds with church bells, children playing, and some traffic.",8
1135,Bells ringing in a church.,8
1136,"A church bell chimes, then a car passes, and a soda can pops.",8
1137,A single church bell is tolling with city rumble.,8
1138,A bell from a church is heard.,8
1139,Bells are starting to ring in a church.,8
1140,A church bell is ringing and starts to build up.,8
1141,Village church bells are tolling.,8
1142,Someone is listening to church bells in the distance.,8
1143,A single church bell is being recorded.,8
1144,People are whispering in a church.,8
1145,People are approaching near a church with bells.,8
1146,"Traffic, church bells, and city sounds are being recorded from a balcony.",8
1147,Ambience in a café / pub during a small cycling race around the church.,8
1148,Church bells and hand bells are ringing.,8
1149,Bells are striking in a tower clock of a church.,8
1150,"Church bells resonate constantly, reverberating outward inside a house.",8
1151,Someone is sitting near a front door and hearing the rest of the church door.,8
1152,Clap and rain sound.,9
1153,Loud clapping and banging are occurring,9
1154,Rhythmic claps with accompanying noise and random high pitched sounds.,9
1155,"Claps on a hard surface, then a child and two adults take turns speaking",9
1156,"Clapping, whistling, cheering",9
1157,A clap is being echoed in a tunnel.,9
1158,Claps with a newspaper.,9
1159,Light hand clap.,9
1160,People are applauding and clapping in a large theater.,9
1161,A vehicle noise and then a man talking through a pa system with background noise of people clapping and cheering,9
1162,People are clapping and screaming.,9
1163,The people are clapping and whistling after a performance.,9
1164,"Someone is clapping fast, slow, and then very fast.",9
1165,People are clapping during a presentation.,9
1166,"Dubstep, clap and bass rhythm are playing.",9
1167,People are clapping and whistling after a performance.,9
1168,A man is talking followed by clapping of hands,9
1169,A large audience claps and yells as it echoes a bit,9
1170,Someone is hand clapping with bracelets.,9
1171,A voice request is with a clapperboard.,9
1172,A small audience is clapping and someone whistles,9
1173,Clapping and electrical vibrations,9
1174,Drums and clap are playing a funk groove.,9
1175,A loop is made with claps.,9
1176,A kick snare thumper is playing with double claps.,9
1177,Claps of an office case.,9
1178,"Rhythmic clapping, fart sounds and high pitched bits.",9
1179,Someone is clapping with their tongue.,9
1180,Castanets are being used to make wooden claps.,9
1181,Hand clap is playing with a long natural reverb.,9
1182,Someone is making layered claps.,9
1183,People are clapping at different speeds in a room.,9
1184,Audience is clapping politely.,9
1185,A truck passes by slowly and people clap and murmur,9
1186,People are cheering and clapping at a wedding.,9
1187,A pen is touching metal and a clap sound is being recorded.,9
1188,Someone is recording a clap in a bathroom.,9
1189,Someone and family are clapping.,9
1190,Hands are clapping/rubbing.,9
1191,People are clapping in a small room.,9
1192,Someone is clapping unenthusiastically.,9
1193,"A noisy techno loop with claps, finger snaps, and kicks.",9
1194,People cheering and clapping,9
1195,Clapping is being performed.,9
1196,Hands are clapped in front of a microphone.,9
1197,People are clapping in an auditorium-like place.,9
1198,A quartet is singing with percussion instruments and handclapping.,9
1199,A man giving a speech with claps in the background,9
1200,A rhythm is being clapped and tweeted.,9
1201,A clap is being stretched and cutted.,9
1202,Hand claps are captured.,9
1203,Kids are playing with some clapping around in the background.,9
1204,People are clapping in the foyer.,9
1205,Clip and clapping of machinery as the vibration is heard getting louder and louder,9
1206,It is raining and clapping against a roof of a building.,9
1207,A loop of a hi-hat and clap is playing.,9
1208,Music is being played and people are clapping and dancing.,9
1209,People are clapping and a musical group is tuning up.,9
1210,Someone is clapping quietly.,9
1211,A snarey clappy filtered flanger feedback sound is created.,9
1212,A group of people is clapping appreciatively.,9
1213,Slate board is clapping.,9
1214,Random synth claps are being made.,9
1215,Someone is clapping relatively slowly.,9
1216,Someone is hand clapping in a vehicle.,9
1217,A clap is amplified and reverb is added.,9
1218,Butterflies are making wing clapping threat displays.,9
1219,People sing softly in a large group and clap,9
1220,Hand clap and repeated synthesized notes with silence.,9
1221,A man is speaking while a gathering of people are clapping in the background,9
1222,A clap is recorded.,9
1223,A man is speaking loudly on a loud speaker and people are then clapping and cheering,9
1224,Hand claps are in an empty space.,9
1225,Someone is clapping their tongue in their mouth.,9
1226,Audience members are clapping at the end of a performance. They are chatting during the interval.,9
1227,Someone is clapping on a table.,9
1228,A tweaked basic clap sound.,9
1229,Clap sound from analog drum machine.,9
1230,Antique crank phone is being manually tapped with its clapper.,9
1231,People clapping and man gives speech,9
1232,A man is talking in foreign language and then there is clapping for him,9
1233,Someone is clapping their fingers.,9
1234,People are clapping after a conference.,9
1235,People are clapping and talking while someone gives a speech,9
1236,Electronic clap effect is playing.,9
1237,"Some clapping, a man speaks briefly before loud applause",9
1238,Someone is dressing a non-wired bra and then clapping on skin.,9
1239,A woman is giving a speech and people clap,9
1240,Simple clapping noise echo is being made.,9
1241,A group is drumming and singing. They are also clapping their hands.,9
1242,Clapping and cheering sounds are recorded.,9
1243,"Someone is clapping with a slight tinny quality, medium to fast tempo, and low energy.",9
1244,First there was shouting and loud clapping and then the clapping slowed down.,9
1245,A group of people chant clapping along till the end where the let out screams.,9
1246,"Collared doves are cooing, common sparrows are chirping, and white storks are clapping their bills.",9
1247,People clapping in response to a speech.,9
1248,"A jazz club audience is clapping and shouting, ending with fading.",9
1249,Lips are clapping and inhaling.,9
1250,Clapping is heard from the audience.,9
1251,"White storks are making greeting ceremonies, bill-clapping, and calls. Swifts, spotless starlings, house sparrows, jackdaws, and a cockerel are in the background.",9
1252,An audience cheers and claps as a woman speaks,9
1253,Someone is clapping and cheering into a karaoke microphone.,9
1254,Polite clapping in a small room.,9
1255,People are clapping in an auditorium.,9
1256,Someone is clapping. A string instrument is being tuned. Someone is clapping.,9
1257,"hands are clapping, people are continuously applauding and cheering",9
1258,Someone is dancing in front of audience who are clapping with instruments.,9
1259,People are clapping in their homes on a quiet street.,9
1260,Claps are playing.,9
1261,People clapped and cheered loudly before slowing down.,9
1262,Claps are being made.,9
1263,Clapping in canon is being recorded.,9
1264,People are clapping at a concert.,9
1265,A clapperboard is making a loud sound.,9
1266,A large group is clapping,9
1267,A clapping sound followed by a vehicle door closing,9
1268,Clapping hands on a table remixed to sound like a clock with added effects.,9
1269,Clapping and applause and a man speaks through a microphone,9
1270,A medium-sized group is clapping.,9
1271,Someone is making a bubble echo noise by clapping their tongue.,9
1272,"Applauded and clapping, along with male speaker.",9
1273,A man yells while others clap in the background,9
1274,Courtship calls and bill vibrating and clapping are heard. Distant finches and calls from a yellow warbler are heard. Surf is in the background.,9
1275,"People are clapping, shouting and leaving at the end of a jazz club event.",9
1276,A processed clap is being performed.,9
1277,A continuous round of clapping with a brief sound of a voice.,9
1278,"A layered sound is being made from door mechanisms, handclap, and whistle.",9
1279,"People are clapping and starting with someone saying ""YAHOO"".",9
1280,An alarm is being recorded as a loopable alarm from a wife's alarm clock.,10
1281,An alarm clock buzzer is sounding.,10
1282,Male narration followed by an alarm clock,10
1283,A metal alarm clock rings over and over for a minute.,10
1284,Alarm clock ringing.,10
1285,Possible sound of an alarm clock related to nature.,10
1286,An alarm clock is making a soft sound.,10
1287,Alarm clock is beeping.,10
1288,Sharp alarm clock is ringing.,10
1289,An alarm clock sound is being played at an increased tempo.,10
1290,A rotating alarm-clock sample is being played.,10
1291,An alarm clock is beeping from a distant perspective.,10
1292,Alarm clock beeping.,10
1293,A metal alarm clock rings repeatedly for a minute,10
1294,Someone is changing the stations on an alarm clock radio.,10
1295,Someone is changing stations on an alarm clock radio.,10
1296,An electronic alarm clock is beeping and then turned off with a button.,10
1297,"Sounds of a busy avenue, music shops, street salesmen, clock alarms, cars, and a bicycle are heard.",10
1298,An alarm clock ringing.,10
1299,Alarm clock is making a soft sound.,10
1300,An alarm clock sound is heard.,10
1301,An alien clock-work alarm clock with a watery pulsing ringing is present.,10
1302,An alarm sound from a clock,10
1303,Bedroom alarm clock radio set to the alarm noise.,10
1304,A mechanical alarm clock is ringing and buzzing.,10
1305,Alarm clock is put down and continues playing.,10
1306,An alarm clock is buzzing.,10
1307,A faulty alarm clock radio is being recorded.,10
1308,A traditional alarm clock has a musical twist in the middle.,10
1309,Irritating beeps from an electric alarm clock are being recorded.,10
1310,A simple alarm clock.,10
1311,A button press on a plastic alarm clock is heard.,10
1312,"An alarm clock rings slowly then fast, while bed sheets rustle and a person turns off the alarm.",10
1313,An old alarm clock is ringing.,10
1314,An alarm clock turning on its alarm with a medium pitch noise,10
1315,An alarm clock is beeping loudly.,10
1316,Alarm clock is calling.,10
1317,An alarm clock is ringing and beeping.,10
1318,An alarm ring from a small clock is heard.,10
1319,An alarm clock beeps repeatedly,10
1320,An alarm clock going off,10
1321,Someone is putting new batteries in an alarm clock.,10
1322,Alarm clock is ringing.,10
1323,A mechanical alarm clock is ringing and being turned off.,10
1324,An alarm clock is ringing and gradually descending.,10
1325,Can be used for call/alarm clock.,10
1326,Alarm clock sound.,10
1327,An alarm clock is beeping.,10
1328,A clock alarm sounds,10
1329,An ambient sound like an alarm clock.,10
1330,"An alarm clock is beeping, with a close perspective.",10
1331,An alarm clock alarm is on.,10
1332,An alarm is ringing from a clock radio.,10
1333,An alarm clock is being played.,10
1334,Portable electric alarm clocks are ringing.,10
1335,Alarm clock is producing a noisy sound.,10
1336,Alarm clock is being turned off.,10
1337,Continuous beeping like an alarm clock,10
1338,An alarm clock is recording.,10
1339,A classic alarm clock is ringing.,10
1340,"Loud alarm clock beeping, person talking and something screaming",10
1341,An electronic alarm clock is being recorded.,10
1342,An alarm clock on a phone is sounding.,10
1343,Alarm clocks are ringing.,10
1344,A digital alarm clock tone is being played.,10
1345,A digital alarm clock is going off with a strange tone,10
1346,An alarm clock is ringing.,10
1347,A cleaner-effected pseudostereo remix of an alarm clock is heard.,10
1348,An electronic alarm clock is sounding.,10
1349,An old-style alarm clock is being wound-up.,10
1350,Antique alarm clock is being wound up.,10
1351,Room tone with an alarm clock close up is heard.,10
1352,Loud alarm clock sound effect.,10
1353,Alarm clock is blaring loudly before it is turned off.,10
1354,An alarm clock is ringing for a while.,10
1355,Alarm clock is vibrating.,10
1356,An alarm clock is making a fritz sound.,10
1357,Alarm clock audio with added echo.,10
1358,Alarm clocks are ringing at once.,10
1359,An electric alarm clock sounds.,10
1360,An alarm clock is sounding.,10
1361,Alarm-clock is ringing.,10
1362,The sound of a perfect alarm clock is described.,10
1363,Sound like a bomb made with an alarm clock and lego.,10
1364,Sound of a clock tick and noise.,11
1365,A small battery-powered clock is ticking.,11
1366,A ticking clock is heard.,11
1367,The ticking and chiming of a clock,11
1368,A clock is ticking for every second time passes by.,11
1369,A digital kitchen wall clock is ticking.,11
1370,An alpine ski clock is ticking.,11
1371,Woosh and tick took of clock,11
1372,A clock ticktocks nearby quietly,11
1373,Foam and gas are given off by fermenting wine and a clock is ticking.,11
1374,A clock ticktocks nearby as music plays far in the distance,11
1375,A man speaks and a clock ticks,11
1376,A clock is ticking at a very low sound frequency,11
1377,Clocks ticking in a chaotic manner.,11
1378,A domestic clock is ticking.,11
1379,"A regular, mechanical whirring backs a slightly louder overlay of regular clock ticks",11
1380,An antique clock is ticking.,11
1381,Loud fan and distant clock ticking in a big room.,11
1382,A noisy clock ticking.,11
1383,A clocks second hand ticking and is creating white noise.,11
1384,A battery-operated clock is ticking.,11
1385,A clockwork mechanism is ticking.,11
1386,A modern day clock is ticking.,11
1387,A clock ticks several times,11
1388,The ticking of a clock and a large chime to mark the hour,11
1389,An old fashioned clock is ticking loudly and regularly.,11
1390,A wall clock is striking and ticking.,11
1391,A grandfather clock is ticking and chiming.,11
1392,"A cuckoo clock chimes, followed by ticking, followed again by a cuckoo clock chiming",11
1393,Music plays while a clock ticks,11
1394,A clock ticks over and over,11
1395,Ticking and chimes of clocks being repaired are heard.,11
1396,A grandfather clock ticking away in a living room.,11
1397,A clock is ticking and an object is making a sound.,11
1398,The clock is ticking.,11
1399,Soft squeaks and creeks the entire time as a clock ticktock a few times,11
1400,A large clock is ticktocking back and forth.,11
1401,Rapid ticking sound that subsides to a normal ticking rate of a clock,11
1402,Antique wallclock is ticking and gonging.,11
1403,A grandfather clock is ticking and a shower is running.,11
1404,Ticking of a clock repeating,11
1405,A clock is ticking then it chimes once,11
1406,A field of dark chaotic wooden sounds and a ticking clock are audible.,11
1407,Clock is ticking,11
1408,"Sound of children, the clock ticks in the background",11
1409,Large mechanical clock ticking is being heard.,11
1410,Battery-powered wall clock is ticking.,11
1411,Ticking of a clock with distant humming,11
1412,A clock ticking as a man is speaking,11
1413,A clock is ticking very quietly,11
1414,A steady recurrent ticking sounds as made by a clock,11
1415,Grandfather clock is ticking and striking.,11
1416,"A ticking clock, rustling paper, a person speaks",11
1417,A clock ticking followed by paper shuffling,11
1418,Camera muffling followed by a clock ticking then plastic shuffling,11
1419,An grandfather clock who second hand is ticking very loud.,11
1420,A clock is ticking and background sounds are heard.,11
1421,Ticking of an antique clock.,11
1422,Steady ticking and locking of a clock,11
1423,A clock tick locking and chiming,11
1424,A clock is ticking and creating chaotic sounds.,11
1425,A person talking as a clock tick rocks in the background,11
1426,A ticking clock is making a sound.,11
1427,Clock ticking with kitchen ambience.,11
1428,An older table clock is ticking with another clock faintly heard in the background.,11
1429,A clock is gently ticking,11
1430,A clock ticktocks rapidly and quietly nearby,11
1431,The sound of an antique wall clock ticking and gonging.,11
1432,Hands of a wall clock ticking.,11
1433,A clock softly tick locking with cleaning at the end,11
1434,Clock ticking and dinging,11
1435,An old clock is ticking loudly.,11
1436,A clock ticks unevenly,11
1437,The ticking of a slow moving clock is counting the seconds.,11
1438,People are passing by and an electronic clock is ticking in an underground passage.,11
1439,Someone is close-miking a cuckoo clock that they are holding while letting it tick.,11
1440,A ticking clock is being recorded with dictaphone and mild room sounds.,11
1441,An old grandfather clock is ticking.,11
1442,"The industrial time card clock emits a thick, hallow ticking.",11
1443,A clock tick locking softly,11
1444,A ticking carriage clock is heard.,11
1445,An old ticking clock.,11
1446,A piano is playing in reverse with a clock ticking in the background.,11
1447,A clock is ticking quietly,11
1448,A clock ticking,11
1449,A man speaking followed by a clock ticking,11
1450,A man speaks as a clock ticks and plastic crinkles,11
1451,A plastic clock is ticking and noise is reduced.,11
1452,The ticking of a clock.,11
1453,A man speaks nearby as a clock ticks quietly,11
1454,A clock is ticking back and forth in a quiet empty space full of white noise,11
1455,A clock rings and ticks and a trumpet plays with it,11
1456,Clockwork is ticking and striking.,11
1457,A clock is ticking loudly.,11
1458,A clock is ticking in a hall.,11
1459,An office wall clock is ticking.,11
1460,"Tick ticking of the clock, then out comes the cuckoo",11
1461,A cuckoo clock tick rocks and then the cuckoo chirps several times,11
1462,A clock dongs and ticks,11
1463,Someone is walking around a room with a ticking clock.,11
1464,An analog clock is ticking softly.,11
1465,A kitchen wall clock is ticking.,11
1466,While multiple clocks ticktock two soft bangs go off at the same time,11
1467,A clock does ticktock while a man talks followed by a door opening,11
1468,The hands of a clock are ticking.,11
1469,An old clock is ticking and striking.,11
1470,A clock is being unwound and starts to tick,11
1471,A slowing down version of a clock tick is playing.,11
1472,A clock is ticking and being recorded.,11
1473,People speak as a clock ticks and rocks,11
1474,"A clock is ticking while a person moves an object around, a radio plays in the background.",11
1475,An old grandfather clock is ticking with some background noise.,11
1476,A clean ticking clock sound is playing.,11
1477,A grandfather's clock is ticking.,11
1478,The sound of a ticking marble clock.,11
1479,Short and high pitch noise events from ticking clock wrapped in reverberation.,11
1480,A ticking sound is coming from a clock.,11
1481,A big wall-mounted clock is ticking.,11
1482,A long-case clock is ticking in a great hall.,11
1483,A clock is ticking and a man is speaking,11
1484,A clock ticking with a faint plastic thump in the background,11
1485,The continuous ticking of the hands of a clock is loud.,11
1486,"A small, modern mechanical clock is ticking.",11
1487,"Distant voices, sweeping, ticking clock, and thuds are in an office.",11
1488,An electric clock is ticking.,11
1489,The water droplets hitting the porcelain were in rhythm with the ticking of the clock.,11
1490,An old pendulum wall clock is ticking.,11
1491,"A clock ticks, people speak",11
1492,A person coughs as he enters the room wet from the rain outside.,12
1493,Several actors are coughing.,12
1494,An adult female is coughing with phlegm and mucous.,12
1495,"A baby cries and coughs, then cries again",12
1496,"Someone is clearing their throat, coughing, and making uncomfortable sounds.",12
1497,several men and women speaking in a noisy background and someone coughing,12
1498,"A large group of people talk, cough, and clank dishes together in a room that echoes.",12
1499,"A person coughs, then sniffs then blows their nose followed by clearing their throat",12
1500,Someone burps then coughing,12
1501,A series of quick beeps then rustles and coughs in the background and the machine beeps again and more rustles,12
1502,Baby is coughing.,12
1503,"Coughing, screeching noises, and grunting while feeding are occurring with a troop of baboons.",12
1504,A male cough is being played.,12
1505,A cough is recorded.,12
1506,"Baby coughing, gurgling, making noise, rubber duck squeezed, coughs again.",12
1507,Someone is coughing violently.,12
1508,Someone is coughing and banging on things.,12
1509,An elevator is going down and someone is coughing.,12
1510,Boy is coughing into a microphone in the studio.,12
1511,Sick person coughing.,12
1512,Pots and pans clank together and then someone begins to cough and clear their throat,12
1513,A person is coughing and snuffling.,12
1514,Someone is coughing and speaking.,12
1515,"Someone is coughing a number of times, making loud variations in coughs.",12
1516,"A woman speaks loudly, and a person coughs",12
1517,Chimpanzees are screaming and making sounds while moving and coughing.,12
1518,The person tried a few times to light the cigarette with a lighter and he inhales and coughs.,12
1519,"Humming from a motor, numerous people chattering while a man coughs.",12
1520,"Someone is sniffing, coughing, and spitting.",12
1521,Sound of a human coughing.,12
1522,Someone is shoveling snow and coughing.,12
1523,Someone coughing several times.,12
1524,Person is coughing and snuffling.,12
1525,Someone is clearing their throat with a short cough.,12
1526,"A baby makes coughing, cooing, and moaning sounds.",12
1527,Someone is coughing without a cover.,12
1528,The sound of a cough is being played.,12
1529,A man speaking followed by another man speaking then a person coughing,12
1530,"A man is coughing over and over, then a girl talks.",12
1531,A sick man with a bad cough is being recorded.,12
1532,Wife is coughing due to asthma.,12
1533,Someone is forcing themselves to cough.,12
1534,"A woman speaks indoors, someone coughs in the distance",12
1535,A tiny thing is coughing.,12
1536,A male is coughing sick.,12
1537,"People are talking indistinctly, walking, coughing, and opening and closing doors in an outpatients department.",12
1538,Mixed coughing is happening.,12
1539,An old man coughing is being vocoded with a breakbeat.,12
1540,A coughing child is heard.,12
1541,Someone coughing at home.,12
1542,Someone is coughing in the studio.,12
1543,Conversation between man and woman before cough at end,12
1544,Someone is coughing and voicing frustration.,12
1545,A baby is coughing and cooing and moaning.,12
1546,The hum of outdoor traffic swells and diminishes in the background while a woman coughs five times.,12
1547,"With increasing speed, the trotting of horse feet and the jangle of their equipment pass by, followed by a cough.",12
1548,Someone is making a silly sped-up cough.,12
1549,Someone is coughing badly.,12
1550,"A woman is talking while a baby speaks in the background, a man and woman speak and someone coughs.",12
1551,Someone is coughing through a low-pass distorted filter.,12
1552,A person coughing in the background,12
1553,Girl is coughing and sniffing.,12
1554,A woman is coughing and sniffing.,12
1555,An expectant hush is present in a mosque before prayers. Some sounds of coughing and settling down are present.,12
1556,Someone is making a sound of coughing and having a cold.,12
1557,Someone is coughing and clearing phlegm from a tracheostomy in a hospital room.,12
1558,Someone is coughing briefly.,12
1559,"Someone is coughing, then you hear voices over the top and finally a chicken clucking",12
1560,Someone is coughing repeatedly.,12
1561,"A humming motor, numerous people chattering while a man coughs.",12
1562,"Man coughs, then vehicle goes by",12
1563,A car passes and someone beeps while people are talking and a woman coughs.,12
1564,Water trickling and submerged gurgling followed by a man sniffing then coughing,12
1565,Variations of coughs recorded.,12
1566,Several men are coughing.,12
1567,"A large volume of water is rushing and splashing, an adult male and adult female speak in the foreground, and people talk and a cough occurs in the background",12
1568,Male voice grunting and coughing.,12
1569,Baby coughing and babbling.,12
1570,Bruce is coughing in poison cloud.,12
1571,Someone is coughing and being recorded.,12
1572,"Slow first, then quickening, horse feet and the jangle of their harness pass along, followed by a light cough.",12
1573,A person is coughing while riding in an elevator,12
1574,Drilling sound accompanied by a man coughing,12
1575,Someone is coughing into a microphone.,12
1576,Someone is coughing in a hallway.,12
1577,A parrot is mimicking human coughing.,12
1578,"Coughing by woman and child, then woman and child speaking",12
1579,Someone coughed really hard.,12
1580,Baby is coughing and making a sigh-gurgle.,12
1581,A horse is coughing in a stable yard.,12
1582,"A man narrates in a large, echoing space, and people in the background talk and cough",12
1583,Someone is coughing and a door is closing.,12
1584,Someone is coughing in a room.,12
1585,Someone in the busy street is coughing as a lot of cars pass by.,12
1586,Someone is coughing in a library.,12
1587,A child is coughing.,12
1588,"Animal sniffing, collar jingling, person coughing",12
1589,A funny tune with a cough is playing.,12
1590,Bus taking off and person coughing,12
1591,Someone's boy is coughing.,12
1592,A baby coughing and speaking with water splashing,12
1593,A girl is having a coughing fit.,12
1594,"Chains are rattling while a horse is moving, then a man coughs.",12
1595,A door opens while someone coughs followed by a man talking,12
1596,"Someone says ""oh my, this throat really aches"" while coughing and throat clearing.",12
1597,"A muffling speech, sniff and coughing",12
1598,Someone coughs then cries before speaking,12
1599,A person coughs in the background as a person is making a broadcast.,12
1600,A man talking as an infant cries followed by an infant coughing,12
1601,A primate is coughing and making a shrill call.,12
1602,Someone is choking and coughing.,12
1603,Someone has a major case of flem and is coughing.,12
1604,Someone is coughing into the microphone.,12
1605,A baby is feeling unwell and coughing.,12
1606,"Water moves slowly, then a man coughs and a woman speaks, and a child yells after",12
1607,A cough is being recorded in HQ.,12
1608,"A person burps loudly and then coughs several times, after which a person speaks",12
1609,A male is coughing.,12
1610,A man talks and someone coughs,12
1611,Someone is hard coughing.,12
1612,Someone coughing into the microphone.,12
1613,Coughing is recorded.,12
1614,A woman or girl is coughing.,12
1615,Children are coughing.,12
1616,Someone is coughing heavily in a PC pixel-art game.,12
1617,"A female protests and makes sounds of coughing, sniffing, and nose blowing.",12
1618,Someone is coughing in an outdoor field.,12
1619,A loud cough interrupts reverential voices.,12
1620,Someone is calling someone a coward.,13
1621,Cows are being hoisted and meat is being cut with power saws.,13
1622,Cows are grazing in a pasture.,13
1623,A cow is eating grass.,13
1624,A person is walking on leafy ground and a cow moos while children are playfully giggling.,13
1625,"Villagers are chatting while cockerels, hens, and house buntings are making sounds. Cows, lambs, and a donkey are making sounds from the sheds.",13
1626,Cows are making cow sounds in a stable.,13
1627,Someone is milking a cow.,13
1628,slow distant moos of a cow getting louder with time,13
1629,A mechanical musical box is playing in a plastic cow toy.,13
1630,Cows are going to pastures.,13
1631,"A door is closing, someone is talking, and cows are making noise in a room.",13
1632,A cow mooing at a short distance.,13
1633,A cow is entering a milking parlor. A calf is scampering in.,13
1634,Cows are munching in the countryside.,13
1635,A bull is making calls and chasing a cow.,13
1636,Burning cow fat in a rocket oven.,13
1637,A cow is present.,13
1638,Cows are mooing mournfully in the night.,13
1639,Cows are ruminating and singing on farmland.,13
1640,People are talking in a livestock sales room with cows outside.,13
1641,A cow is mooing.,13
1642,A cow is urinating on grassland.,13
1643,Cows are mooing and sales announcements are being made in a livestock sale shed.,13
1644,A cowboy western tune is playing.,13
1645,Cows are being milked with herdboys.,13
1646,Someone with a cowboy accent is announcing.,13
1647,Cows and calves are making sounds in a shed.,13
1648,"As a goat, cow, and human being scream in the background, something drops and clinks.",13
1649,Pups and a cow are calling.,13
1650,Cows are mooing.,13
1651,"A metallic doorway is whining and squeaking, cows are mooing, and road noise is audible.",13
1652,Cows are making various sounds.,13
1653,"Songthrushes and cows are singing, and a brook can be heard.",13
1654,People are meeting at a coworking space.,13
1655,"A moo of a cow coming before the striking of a piece of metal, causing the cow to moo louder.",13
1656,Cows are eating in front of a wiring.,13
1657,A cow is making noise.,13
1658,Feet are stomping on rough concrete and some cows are mooing.,13
1659,"Various sounds including cardinal, cow, woodpecker, etc.",13
1660,A cow is making a mad noise.,13
1661,"A large group of cows, making several different moos.",13
1662,A shepherd is walking with cows.,13
1663,Cows are lowing and stepping heavily through the underbrush.,13
1664,A bull is threatening and giving a warning call to cows.,13
1665,A cow is eating hay.,13
1666,A cow is mooing on a farm.,13
1667,Cows and heifers are grazing and feeding.,13
1668,Someone is praying after cow milking with kids' voices in the background.,13
1669,"Someone is moving a metal gate bolt producing a screeching sound, cows are mooing.",13
1670,Cows are mooing and cars are passing.,13
1671,Cows are mooing in a small barn before milking.,13
1672,Cows in the middle of a field.,13
1673,Flies are making sounds around cow/horse manure.,13
1674,Cows are being heard on a mountain.,13
1675,Leatherworking scissors cutting through cowhide.,13
1676,Cows in a paddock.,13
1677,Kids and cows on private land.,13
1678,Cows are walking down a muddy lane and mooing.,13
1679,A cow makes a moo sound.,13
1680,A creek is heard near cows.,13
1681,Group of cows in the mountains are making peaceful sounds.,13
1682,Cows and calves are grazing.,13
1683,A tambourine roll sounds like a snake or a cowboy shaking his leg.,13
1684,Cow is mooing.,13
1685,Several cows are mooing as they are outside.,13
1686,"A cow is saying ""mooh."".",13
1687,Cow fat is being burned in a rocket oven.,13
1688,A cow is making noises.,13
1689,Chickens are walking along the fence of a cow pen.,13
1690,Cows are being herded.,13
1691,Songthrushes and cows are singing with a brook in the background.,13
1692,Nature and a cow are heard.,13
1693,Someone is milking a cow by hand.,13
1694,Cows are being recorded.,13
1695,Cow is being milked.,13
1696,A cow mooing loudly.,13
1697,A horse is neighing and a cow is mooing.,13
1698,Mooing cows and a stock auction are being recorded.,13
1699,A cow sound is present.,13
1700,A cow is entering and mooing in a milking parlor.,13
1701,A cow is making a sound.,13
1702,Someone is recording from a cow stable.,13
1703,"Cows are mooing, a veterinarian is close, someone is speaking, metal gate noises are happening, and an external blower is on.",13
1704,A cow is approaching and a truck is passing by.,13
1705,Cows and children are making sounds.,13
1706,Many cows moo at each other while one is louder than the last.,13
1707,"Mooing, drinking, and eating cows are in a stable.",13
1708,Cows in a field next to work are mooing and trying to find their mom.,13
1709,A cow is eating and smacking in a meadow.,13
1710,Cows are munching.,13
1711,Cows are eating and walking nearby.,13
1712,A cowboy voice is heard.,13
1713,Someone is burning cow fat in a metal can rocket oven.,13
1714,The sounds of a cow arriving to feed a pup are heard.,13
1715,Cows are making noise.,13
1716,"A cow moos, a piece of metal is struck, and then a cow moos louder.",13
1717,Cows are pooping on grassland.,13
1718,A mooing cow close to the mic.,13
1719,A ghostly and cow-like sound is being created.,13
1720,Children are keeping a herd of cows in the bushes.,13
1721,Cows are eating hay.,13
