,caption,class
620,Water is running over a microphone inside a plastic cake package.,[7]
621,Water running from a bathroom faucet.,[7]
622,A cat is drinking.,[2]
623,A field mixer is dying.,[1]
624,A blender falling down stairs is being imitated.,[1]
625,Water is running through a watermill.,[7]
626,A dog is barking to get in.,[4]
627,A Shi Tzu dog is barking.,[4]
628,Barking dog and multiple sound softwares.,[4]
629,Brown noise with an alarm-like blaring is heard.,[0]
630,Dogs are barking and watching a house.,[4]
631,Eggs are frying with a humming sound in the background.,[6]
632,A simulated mixer fader action is used.,[1]
633,Water is running off a cloth.,[7]
634,A low alarm-like sound is blaring.,[0]
635,Water is running off roofs and pipes.,[7]
636,Water is running in the sink.,[7]
637,Someone is washing dishes in a kitchen sink.,[3]
638,Sound of a cat purring.,[2]
639,Metal frying pan is being struck repeatedly.,[6]
640,A cat breathing.,[2]
641,A cat is making a meowing sound.,[2]
642,A cement mixer is being heard during daylight.,[1]
643,"A small cat on a village road, interested by shine.",[2]
644,A little dog is barking.,[4]
645,Water is running through pipes in a basement.,[7]
646,A dog is barking in an open air cafe.,[4]
647,It is raining steadily and water is running from the eaves.,[7]
648,Dogs are barking during a rainy fireworks day.,[4]
649,A dog is barking softly.,[4]
650,Running water and crickets are being recorded.,[7]
651,Running water and crickets.,[7]
652,An electric toothbrush is in contact with a panel.,[5]
653,Someone is walking on a wooden bridge with crickets and water running in the background.,[7]
654,Crickets are singing with background noise of wind and barking dogs.,[4]
655,Barking dog is low and big.,[4]
656,Someone is placing a plate in a dirty dishes bin.,[3]
657,Water is running over rocks.,[7]
658,Drops of water hitting a red hot frying pan.,[6]
659,Electric toothbrush is being pushed against a surface.,[5]
660,Someone is making a light popping noise by running their hand across a bottle mostly filled with water.,[7]
661,A synthesized animal sound like a barking dog is playing.,[4]
662,"Night ambiance at a farm, with frogs croaking, sheep bells ringing, and dogs barking.",[4]
663,Hammering and a dog are barking.,[4]
664,Alarm ringing and doors shutting inside a tube.,[0]
665,Mixer perspective recording.,[1]
666,A neighborhood dog is barking.,[4]
667,Potatoes are being mashed with a hand mixer.,[1]
668,Electric toothbrush is running.,[5]
669,A dog is barking from a high-rise balcony.,[4]
670,Cricket chirping far away and barking dogs.,[4]
671,"A cat meowing, hissing, and exploding.",[2]
672,Water is falling and a dog is barking.,[4]
673,Morning sounds of birds and barking dogs.,[4]
674,A cat is meowing and purring through a vocoder.,[2]
675,Falling water and a barking dog.,[4]
676,Birds are singing and dog barking is being recorded.,[4]
677,Someone is using an electric toothbrush and opening and closing their mouth.,[5]
678,Small dog is barking.,[4]
679,People are making cat noises in front of a wildcat.,[2]
680,Running water is flowing.,[7]
681,Dishes are being washed and crashing in a coffee shop.,[3]
682,A noisy dog is barking.,[4]
683,"Water is running into a sink and splashing, with a metallic echo.",[7]
684,A cat is swallowing.,[2]
685,Scream is being processed in a home-made convolution mixer.,[1]
686,A male scream is processed in a home-made convolution mixer.,[1]
687,Dishes are being rinsed and loaded into a dishwasher.,[3]
688,A cat is purring and breathing.,[2]
689,A cat is making sounds.,[2]
690,"A metallic drum roll is heard, made with an electric toothbrush rattling in a metal cup.",[5]
691,Electric shaver is being recorded.,[5]
692,"A strong cricket call is heard in the foreground, with dogs barking in the distance.",[4]
693,Dogs are barking close by and someone is making noise from their clothing.,[4]
694,Water is running in a channel with bird chirps.,[7]
695,"An old vacuum cleaner is starting, running, and stopping.",[9]
696,Cricket call and dog barks are being heard.,[4]
697,Silver amalgam mixer is making noise.,[1]
698,A mixer is being used.,[1]
699,A kitchen mixer with a special tool is being used at slow speed.,[1]
700,A cat is trying to get into a closed bedroom.,[2]
701,Water is running softly and brightly.,[7]
702,Dog is barking in the woods.,[4]
703,Recording of a Furreal Friends toy cat snoring.,[2]
704,The sound of water turning on and running down a sink drain.,[7]
705,People are talking and dogs are barking.,[4]
706,A dog is barking in the woods.,[4]
707,"An old madman screaming, breaking glasses, and his dog barking.",[4]
708,"Someone is opening, filling, and closing a metal holder with cat food.",[2]
709,A blackbird and a large dog are barking.,[4]
710,A medium-size dog is barking.,[4]
711,A cat is pawing at a microphone.,[2]
712,Someone using a vacuum cleaner.,[9]
713,A dog is barking from a distance.,[4]
714,A dog is barking and a church bell is ringing.,[4]
715,"People, a barking dog, and birds are singing in a park.",[4]
716,A mixer is being modified.,[1]
717,A vacuum cleaner-like sound is playing.,[9]
718,Water is running and draining in a kitchen.,[7]
719,Water is running and draining.,[7]
720,A vacuum cleaner is humming through a ceiling.,[9]
721,Water is running into a metal sink.,[7]
722,Water is running in a small sink.,[7]
723,Water is running and voices are heard inside an underground mine.,[7]
724,Dishes are being rinsed and handled in a kitchen restaurant.,[3]
725,Water is running into a kitchen sink and making metal and drain gurgle sounds.,[7]
726,Water is running from a small sink tap in a small room.,[7]
727,There is a night time ambience with light traffic and dogs barking.,[4]
728,A water pump motor is running in a mine pit with background voices from miners.,[7]
729,A cat is making a sound behind a wooden door.,[2]
730,Something is burning and frying.,[6]
731,Water is running through a partially clogged bathroom sink drain.,[7]
732,Water is running through a partially clogged sink drain.,[7]
733,Vacuum cleaner is being recorded.,[9]
734,"A travel alarm clock is winding up, ticking, and ringing.",[0]
735,A vacuum cleaner is in use.,[9]
736,Sound is being recorded from a vacuum cleaner.,[9]
737,A submarine alarm is being sounded with clanging bell type.,[0]
738,A dog is playing and barking.,[4]
739,Dog is barking with increasing intensity.,[4]
740,A dog is barking ferociously with growls.,[4]
741,A low dog bark and whine is present.,[4]
742,A very small dog is barking.,[4]
743,Large dog is barking.,[4]
744,Dogs are barking excitedly.,[4]
745,"A medium-sized dog is barking with some growls and sniffs, and a large dog is barking at the end.",[4]
746,Someone is opening a dishwasher and rattling some dishes.,[3]
747,Vacuum cleaner is making handling sounds.,[9]
748,"Toy dog ""barking"" loudly.",[4]
749,Water is running into a bathtub.,[7]
750,A cat is purring and licking a pillow.,[2]
751,A small dog is barking in a large room.,[4]
752,"Household sequence of door open/close, tap, dishes, shower, drain.",[3]
753,A fishing boat is passing and a dog is barking on a seaside.,[4]
754,Water is running in a sewer.,[7]
755,Water running out of a sink pipe is being recorded.,[7]
756,An alarm system is going off during a thunderstorm.,[0]
757,Someone is frying tomatoes in a pan.,[6]
758,Running water is heard from someone's shower.,[7]
759,Young girls and women are washing dishes.,[3]
760,Water is running through a coffee plantation.,[7]
761,Effect sends from a mixer are being passed through a bass processor and a small radio.,[1]
762,A wicker cat carrier lid is being opened and closed.,[2]
763,"A marching band, people talking, and a dog barking are in street ambiance.",[4]
764,Dishes are being washed and a pan is sizzling.,[3]
765,Someone is frying faux sausage on cast iron.,[6]
766,Young dog is barking.,[4]
767,A large dog is barking.,[4]
768,Dogs are barking happily.,[4]
769,Water is running off the hills.,[7]
770,A big dog is barking loudly with an echo.,[4]
771,A dog is barking loudly.,[4]
772,"Bells are pealing, birds are chirping, dogs are barking, and a pheasant is making sounds.",[4]
773,Electrolux dishwasher washing dishes with a humming stove in the background.,[3]
774,Someone is making a cat sound.,[2]
775,Water is running in a bathtub.,[7]
776,Someone is moving dishes in the sink.,[3]
777,Someone is running very fast in water with a tense vibe.,[7]
778,"Birds, water, wind, gravel, walking and running in park.",[7]
779,Sound of a mini blender.,[1]
780,Dogs barking before dog sled race.,[4]
781,A pan is frying.,[6]
782,A cat is swallowing and breathing.,[2]
783,A can of cat food is being used as a shaker.,[2]
784,A cat and her offspring are purring.,[2]
785,A cat is eating cat biscuits.,[2]
786,Beat made from a cat purr and a water drop.,[2]
787,A cat is purring and rubbing its face against a phone while recording.,[2]
788,A motorboat is running on water.,[7]
789,Water is running from a fountain in a park.,[7]
790,Traffic hum and a dog barking in a suburban city.,[4]
791,Blender is being turned on.,[1]
792,Water is running in a porcelain bathroom sink.,[7]
793,An electric motor of a toothbrush is being turned on and off.,[5]
794,A strange sound is occurring from a DJ mixer and soundcard.,[1]
795,An old alarm clock ticks and begins to ring.,[0]
796,A cat is miaowing.,[2]
797,Someone is running in water.,[7]
798,A dog is barking at someone.,[4]
799,Birds and a dog bark.,[4]
800,Bath is running with splashing and draining water.,[7]
801,Someone is using a vacuum cleaner in a commercial center.,[9]
802,Dogs are barking and a woman is trying to silence them.,[4]
803,Food is frying in a pan.,[6]
804,Small dogs are barking and growling.,[4]
805,Men are running in a forest and stepping into a water gap.,[7]
806,A small cat is purring happily.,[2]
807,"A windy ambiance with foliage, birds, and a barking dog is heard.",[4]
808,A vacuum cleaner is in operation.,[9]
809,"Traffic, car and truck pass-bys, and a barking dog are happening.",[4]
810,Electric toothbrush is turned on and off inside and outside of someone's mouth.,[5]
811,A car is coming from side to side and dogs are barking in the distance.,[4]
812,"A windy day with the sound of wind in trees, dogs barking, cars passing, and a cyclist is recorded.",[4]
813,Dogs are barking and cars are passing over a bridge.,[4]
814,A motorway is being recorded from a distance with crickets and a cat nearby.,[2]
815,An animal fight is happening with a dog barking.,[4]
816,Butter is frying in a pan.,[6]
817,A train is going away with a single dog bark.,[4]
818,A cat is making noises.,[2]
819,Bee and puppy cat waiting on them song fragment.,[2]
820,Water is running from an outdoor pipe.,[7]
821,Someone is running water into an empty metal sink basin.,[7]
822,A dishwasher is washing dishes.,[3]
823,"A tap is running, and dishes are being washed in a metal sink.",[3]
824,My cat is purring.,[2]
825,Running bath water is being captured.,[7]
826,Potato slices are frying.,[6]
827,Water is running in a tank.,[7]
828,Dishwasher cleaning dishes.,[3]
829,An angry chipmunk and a cat are making noises in a residential area.,[2]
830,Water is running in stereo.,[7]
831,A busy lunch hour is happening in a family restaurant with loud voices and clanking of dishes.,[3]
832,Mechanical wobbling cat heads sound like a clock.,[2]
833,A car driving by a cat meowing.,[2]
834,A kitchen mixer is being recorded.,[1]
835,Someone is dropping dishes into a sink.,[3]
836,Water is running from a sink.,[7]
837,A Kitchen Aid mixer is being switched on and brought up to top speed.,[1]
838,Vacuum cleaner start and stop.,[9]
839,Water is being poured into a metal frying pan.,[6]
840,Running water from a restroom's faucet.,[7]
841,Someone is pouring hard cat food into a plastic bowl.,[2]
842,"People are screaming, an alarm is ringing and metal is crushing.",[0]
843,Cat is meowing and purring.,[2]
844,A cat is eating wet cat food.,[2]
845,Cat is purring and eating dry cat food.,[2]
846,Sounds are being made for phone ring tones or alarms.,[0]
847,A door alarm is ringing.,[0]
848,A toy blender is turned on.,[1]
849,Cats are meowing.,[2]
850,Water is running into a reservoir at a water treatment plant.,[7]
851,A domestic pet cat is purring.,[2]
852,A cat kitten is eating and drinking.,[2]
853,Garden vacuum cleaner.,[9]
854,A cat is cleaning itself.,[2]
855,Oscar the cat is rubbing and purring.,[2]
856,Oscar the cat is making a scrowly meow.,[2]
857,A cat is upset.,[2]
858,Water is running from the sink.,[7]
859,Cooking with a frying pan.,[6]
860,Eggs are frying on a pan.,[6]
861,Dishes are being used.,[3]
862,Dishes are being done.,[3]
863,Food is frying.,[6]
864,"Someone is eating, doing dishes, and touching objects in a kitchen.",[3]
865,Someone is frying an onion on a pan.,[6]
866,Mixer is mixing.,[1]
867,A cat is being washed and meowing.,[2]
868,Water is running from a tap.,[7]
869,An alien clock-work alarm clock with a watery pulsing ringing is present.,[0]
870,A cat is licking itself.,[2]
871,A cat is meowing with big reverb.,[2]
872,A cat is scratching itself.,[2]
873,A cat is hissing.,[2]
874,Someone is pouring cat food into a bowl.,[2]
875,A cat is scratching a wooden floor.,[2]
876,Running water in a toilet sink is heard.,[7]
877,Someone is manouvering with dishes.,[3]
878,A mixer is running.,[1]
879,An electric razor is shaving a face.,[5]
880,A bag vacuum cleaner is going across a hardwood floor.,[9]
881,Sounds are being recorded from a dying field mixer.,[1]
882,The sound of a cat is heard.,[2]
883,Onions are frying in a pan.,[6]
884,Water is running from a kitchen sink tap and draining away.,[7]
885,A cat is eating sausage trimmings.,[2]
886,"Distant throaty traffic, horn honks, hotel sounds, and running water are present in the city skyline.",[7]
887,A water fountain with a motor running is being recorded.,[7]
888,Someone is using a vacuum cleaner.,[9]
889,Breaking waves and water running over pebbles at the waterline.,[7]
890,A cat is eating and making licking sounds.,[2]
891,A tiny cat is making a noise.,[2]
892,A cat eating food with gross mouth noises.,[2]
893,A cat is making gross mouth noises.,[2]
894,A cat mewing.,[2]
895,A cat is eating food.,[2]
896,A cat is eating and its tag is jingling.,[2]
897,Car alarm system is making a sound on a ferry during rough sea.,[0]
898,Running water is present.,[7]
899,A sound is being made with a groove mixer.,[1]
900,Someone is cooking a vegan burger with a lid in a frying pan.,[6]
901,A cat is meowing and a vehicle is driving.,[2]
902,A cat is hissing and making threats.,[2]
903,A cat is purring intensely.,[2]
904,Someone is frying sausage on a cast iron.,[6]
905,Someone is playing with a cat toy.,[2]
906,A cat is meowing because it is hungry.,[2]
907,A cat is purring loudly and evenly.,[2]
908,Water is being swished around while running a bath.,[7]
909,Someone's cat is purring and bumping the pop filter.,[2]
910,A cat is making a choked meow with purring in the background.,[2]
911,Someone is using a sink garbage disposal with water running.,[7]
912,Rain water running off a house.,[7]
913,Someone is recording cat meows in the bathroom.,[2]
914,Fan is making a frying mushroom sound.,[6]
915,"Vacuum cleaner on low power, then full power.",[9]
916,Kitchen water running.,[7]
917,Water is running from a faucet in a bathroom.,[7]
918,Someone is pushing a water tap and water is running.,[7]
919,Water is running from a bathroom faucet near the drain.,[7]
920,Water is running from a bathroom faucet.,[7]
921,Motor starting and running out of water.,[7]
922,A cat purring and meowing.,[2]
923,An electric razor is being recorded.,[5]
924,Sponge is being washed under running water.,[7]
925,A dead studiolive mixer is making a sound.,[1]
926,"Water is hitting containers, the floor, and running down a drain in a shower.",[7]
927,Water is running into a bathroom sink.,[7]
928,Light water is running into a metal sink.,[7]
929,A singing glass and a cat meowing are playing.,[2]
930,A cat is crying.,[2]
931,A cat is meowing for food.,[2]
932,"Distant sirens, patter of light rain, close voices of college students, and a single somewhat plaintive cry from a house cat are heard.",[2]
933,Water is running and bubbling.,[7]
934,Someone is opening and closing a cat carrier.,[2]
935,Water is running and there is thunder and rain.,[7]
936,Variation of running water in a sink.,[7]
937,Water running down a drain is heard.,[7]
938,A cat is playing with a camera.,[2]
939,Running water is heard in a river.,[7]
940,A recording of water being poured into a metal frying pan is heard.,[6]
941,Dishes and flatware are being cleared.,[3]
942,Water is running fast through a lock gate.,[7]
943,"A vacuum cleaner being switched on, moved, and switched off.",[9]
944,Water is running near a disused mill pond.,[7]
945,Running water is coming out of the forest.,[7]
946,Rain water is running off a hill side onto a road.,[7]
947,Water is running in a bathroom sink.,[7]
948,Dishes are being placed in the sink and on a rack.,[3]
949,A running water fountain is being recorded.,[7]
950,Someone is using an electric razor head extender.,[5]
951,Tap water is running with gurgling when turned off.,[7]
952,Someone is doing dishes.,[3]
953,Mushrooms are sizzling in a frying pan.,[6]
954,Dishes are being washed with water.,[3]
955,A small electric water pump is running.,[7]
956,Vacuum cleaner used to clean bench.,[9]
957,People are talking and dishes are being used.,[3]
958,An electric razor is buzzing.,[5]
959,A vacuum cleaner is making noise.,[9]
960,Someone is using a toy blender with a push-button activated motor.,[1]
961,Water is running into and draining from a wash basin.,[7]
962,Experimenting with contact microphone on an electric razor.,[5]
963,Someone is striking a metal blender pitcher with a wooden spoon.,[1]
964,Dishes being washed.,[3]
965,Running cold water tap is draining down the sink.,[7]
966,Dishes are being piled.,[3]
967,An electronic rumbling with an alarm ringing is playing.,[0]
968,Dishes are being cleaned.,[3]
969,Running water tap is being recorded.,[7]
970,Water is running down a creek.,[7]
971,Water is running from an underwater perspective.,[7]
972,Vacuum cleaner is being turned on and off with a whir.,[9]
973,Heavy water is running in a river.,[7]
974,A feedback loop generated by a mixer and a digital delay.,[1]
975,Water is running down the sink drain.,[7]
976,Power filter is running without water.,[7]
977,Water is running inside a cave.,[7]
978,Sound of water running from a faucet.,[7]
979,A concrete mixer is making noise.,[1]
980,Bath sink water is running.,[7]
981,An electric shaver is using different modes.,[5]
982,An electric toothbrush is being recorded on low power.,[5]
983,A fridge and dishes are making sounds.,[3]
984,Mechanical alarm clock is heard with winding and ringing.,[0]
985,Water is running from a sink in the bathroom and the faucet turns off and back on again.,[7]
986,Water is running in the bath.,[7]
987,Water flowing from a faucet over a steel sink with dishes and silverware.,[3]
988,Water is running in a tub and sounds distant.,[7]
989,Someone is shaving face with an electric razor.,[5]
990,Water is running down a sink.,[7]
991,Electric razor buzzing sound.,[5]
992,Something is making a blender-like noise.,[1]
993,Water is running from a pipe into the drain.,[7]
994,Someone is frying food.,[6]
995,Shower water is running onto bathtub floor.,[7]
996,Water running from faucet.,[7]
997,Water is running in a hot tub.,[7]
998,A mixer tap is turning on and filling a basin with water.,[1]
999,An electric razor is repeatedly passing a microphone.,[5]
1000,Ceramic dishes are crashing randomly.,[3]
1001,Water is running in a bathroom tub.,[7]
1002,Water running through a kitchen sink drain.,[7]
1003,A vacuum cleaner is starting.,[9]
1004,Ambient sound of walking and taking out dishes.,[3]
1005,A kitchen mixer is being used.,[1]
1006,A vacuum cleaner is making a strange noise.,[9]
1007,Food is sizzling in a frying pan.,[6]
1008,Microphone was left on while someone turned off a blender.,[1]
1009,The blender is making a high-pressure sound.,[1]
1010,A vacuum cleaner chord is being recorded.,[9]
1011,A frying pan is sizzling.,[6]
1012,Cable being pulled out of a vacuum cleaner.,[9]
1013,An alarm is ringing once.,[0]
1014,"Water is being poured in a sink, an electric razor is used, and a shower is turned on.",[5]
1015,Running mixer is being recorded.,[1]
1016,Water is hitting a hot frying pan and sizzling.,[6]
1017,A vacuum cleaner cable is being pulled.,[9]
1018,Electric toothbrushes and background noise are making sounds.,[5]
1019,Someone is doing the dishes and putting them on the dish rack.,[3]
1020,Someone is washing dishes for a longer take.,[3]
1021,A mix of the sound of a mini vacuum cleaner is heard.,[9]
1022,Someone is handling and turning on and off a vacuum cleaner.,[9]
1023,Someone is cleaning the floor with a vacuum cleaner.,[9]
1024,A vacuum cleaner is switched on and run past microphone and into distance.,[9]
1025,A car alarm is being heard during a trip.,[0]
1026,Someone is opening and closing an electric razor.,[5]
1027,A portable electric shaver is being used.,[5]
1028,Electric blender is being handheld.,[1]
1029,Electric shaver is turned on and off.,[5]
1030,The buzz of an electric toothbrush.,[5]
1031,A blender is making noise.,[1]
1032,Sound of a blender being used.,[1]
1033,Someone is shaving with electric shaver.,[5]
1034,An electric shaver is being used.,[5]
1035,Blender is turning on.,[1]
1036,Alarm clocks are ringing at once.,[0]
1037,Something is being blended in a blender.,[1]
1038,An electric shaver is turning on and off.,[5]
1039,An electric shaver is buzzing.,[5]
1040,Teeth are being cleaned with an electric toothbrush.,[5]
1041,A blender is mixing water or juice.,[1]
1042,Someone is using a mini blender to stir and mix.,[1]
1043,Someone is experimenting with a contact mic on an electric toothbrush.,[5]
1044,Shaving with an electric razor is being recorded.,[5]
1045,An electric shaver is working through facial hair.,[5]
1046,Electric toothbrush is being used.,[5]
1047,An electric toothbrush is being used.,[5]
1048,A blender at full speed.,[1]
1049,Someone is using an electric shaver.,[5]
1050,Someone is whipping cream in a metal bowl with a hand mixer.,[1]
1051,A man is hammering a roof and an auto alarm can be heard.,[0]
1052,"Cooking and nearby conversations, and metal banging and oil frying are happening in a market.",[6]
1053,Tones from an electric razor are being recorded.,[5]
1054,A vacuum cleaner wheel is making a loud squealing sound.,[9]
1055,An alarm bell is ringing.,[0]
1056,Bubbles from washing dishes.,[3]
1057,Vacuum cleaner is being turned on and off.,[9]
1058,A toy blender is in use.,[1]
1059,Washing dishes from a distance.,[3]
1060,A vacuum cleaner is switching on and off.,[9]
1061,Someone is cracking and frying eggs.,[6]
1062,Cold water is being dropped in a very hot frying pan.,[6]
1063,Someone is frying potatoes in a pan.,[6]
1064,Something is frying in a pan.,[6]
1065,Something is frying slowly.,[6]
1066,"Concrete is being poured and a truck mixer, crane, radio, people talking, and train are happening at a construction site.",[1]
1067,A vacuum cleaner is being used with varying power.,[9]
1068,Blender is blending a smoothie.,[1]
1069,An alarm is ringing gently.,[0]
1070,Vacuum cleaner being turned on and off.,[9]
1071,A metal hand-held blender is being turned.,[1]
1072,Someone is rustling through metal dishes.,[3]
1073,A vacuum cleaner is being recorded.,[9]
1074,Someone is frying food in a pan.,[6]
1075,A vacuum cleaner cable is being wound back into its box.,[9]
1076,Food is frying in a pan with oil.,[6]
1077,Dishes are being washed and sorted.,[3]
1078,Sound is recorded using a microphone and mixer.,[1]
1079,A paint mixer machine is working.,[1]
1080,A lid is spinning on a turned on electric razor.,[5]
1081,A vacuum cleaner tube is being experimented with.,[9]
1082,An experiment with a vacuum cleaner tube is being recorded.,[9]
1083,Someone is making funny sounds while doing the dishes.,[3]
1084,Hiss sound from a frying pan.,[6]
1085,Eggs are frying in oil.,[6]
1086,A vacuum cleaner chord is being pulled out of its spring box.,[9]
1087,Someone is dinging a frying pan.,[6]
1088,Dirty dishes being put away.,[3]
1089,"A composition is made with free samples and processed through a mixer, guitar amp, and compressor.",[1]
1090,"A composition is being made from free samples and processed through mixer, guitar amp and compressor.",[1]
1091,A washing machine and dishes are being recorded.,[3]
1092,A blender is operating.,[1]
1093,A synthetic alarm is ringing.,[0]
1094,Dishes are being scrubbed.,[3]
1095,Someone is using a handheld kitchen blender.,[1]
1096,Water is being poured and dropped onto a hotplate/frying pan.,[6]
1097,A vacuum cleaner is being turned on and off.,[9]
1098,An alarm clock is ticking before the bells go off.,[0]
1099,People are eating breakfast and making sounds with dishes and silverware.,[3]
1100,Glass dishes are being handled.,[3]
1101,A vacuum cleaner chord is being pulled out.,[9]
1102,Sound is being recorded through a mixer and processed.,[1]
1103,A feedback loop is generated by a mixer and a Boss digital delay.,[1]
1104,An alarm sound is being made from layering elements of a plugin.,[0]
1105,Someone is turning off a vacuum cleaner.,[9]
1106,A vacuum cleaner is switched on and off.,[9]
1107,A sound recording is being made with a field mixer.,[1]
1108,Water is being poured onto a frying pan and sizzling.,[6]
1109,"Concrete is being poured at a construction site with sounds of truck mixer, immersion vibrating, concrete drill machine, crane, radio, people talking, and train passing.",[1]
1110,"Busy restaurant with a medium murmur, dishes and cutlery clinking.",[3]
1111,Someone is washing dishes and running a tap.,[3]
1112,Someone is washing dishes and making other noises.,[3]
1113,An alarm is ringing in an industrial setting.,[0]
1114,Alarm for babies is ringing.,[0]
1115,The sounds of a tap running and dishes and cutlery being swished around in a metal sink filled with water are playing.,"[3, 7]"
1116,Someone is stir-frying vegetables and noodles in a cast iron pan.,[6]
1117,A concrete mixer truck and a machine excavator are working in a subway station under construction.,[1]
1118,A hand mixer is being used in a mixing bowl.,[1]
1119,Someone washing dishes.,[3]
1120,Alarm ringing loudly.,[0]
1121,The sound of turning on an electric toothbrush.,[5]
1122,"A vacuum cleaner is starting, operating, and stopping.",[9]
1123,"Sound of washing dishes, rinsing dishes, and drying dishes is being recorded.",[3]
1124,Alarm signal is ringing loudly.,[0]
1125,Alarm-clock is ringing.,[0]
1126,Sound of a mixer.,[1]
1127,Someone is frying.,[6]
1128,Alarm bells and train passing by pedestrian crossing.,[0]
1129,Sound of dishes being classified and some voices in the background in a coffee shop.,[3]
1130,A mechanical alarm clock with copper bells is ringing.,[0]
1131,Frying onions in a pan is representing rain.,[6]
1132,Vacuum cleaner sounds to annoy animals.,[9]
1133,Someone is hand-washing dishes.,[3]
1134,Someone is turning an electric toothbrush on and off.,[5]
1135,Mixer kneading bread dough.,[1]
1136,Sharp alarm clock is ringing.,[0]
1137,"Dishes, cutlery, and non-shouting voices are heard in a bar.",[3]
1138,"""A home blender is running."".",[1]
1139,Vacuum cleaner is on.,[9]
1140,Vacuum cleaner is on and off.,[9]
1141,A vacuum cleaner is cleaning out a car.,[9]
1142,"People are talking, baby is crying, radio or TV is playing, dishes are clattering, cars are passing, birds are chirping and seagulls are croaking.",[3]
1143,A dishwasher is washing dishes muffled by a plank of wood.,[3]
1144,"Lounge area ambience with announcements, voices, and dishes.",[3]
1145,A voice is being sent through an audio mixer.,[1]
1146,A cement mixer is running.,[1]
1147,Cups and dishes are rattling and shaking.,[3]
1148,An electric toothbrush is buzzing.,[5]
1149,A kitchen mixer is running at a slow speed.,[1]
1150,Dishes are being dropped and breaking.,[3]
1151,A deep sub bass stereo pulse is designed to rattle dishes.,[3]
1152,Someone is hitting an empty frying pan.,[6]
1153,A high-pitched alarm is ringing.,[0]
1154,Someone is hitting a frying pan.,[6]
1155,Chips are frying.,[6]
1156,Onions are hitting a hot skillet and frying.,[6]
1157,A telephone alarm is ringing.,[0]
1158,Vacuum cleaner cable is being rolled up.,[9]
1159,An electric toothbrush is producing a high-pitched sound.,[5]
1160,A frying pan is being placed on a stove.,[6]
1161,Metal boxcars and rails of a freight train passing through a crossing with alarm bells pinging constantly.,[0]
1162,Car alarm system is sounding during rainfall.,[0]
1163,A vacuum cleaner has a sonar alarm.,[9]
1164,Someone is shaking a box of pins and recording the sound with a vacuum cleaner.,[9]
1165,Ice in a blender.,[1]
1166,A blender machine is turning off.,[1]
1167,Dishes are clanging.,[3]
1168,Sound programming and mixer.,[1]
1169,Dishes and bottles are clinking and wood is creaking.,[3]
1170,Someone is frying onions.,[6]
1171,Sound of an electric toothbrush.,[5]
1172,An electric toothbrush is humming.,[5]
1173,A cement mixer is turning with grinding friction.,[1]
1174,Alarm clock ringing.,[0]
1175,Something is frying in a skillet.,[6]
1176,A vacuum cleaner is turning.,[9]
1177,A car alarm is ringing.,[0]
1178,Spinning blade trap sound is made by recording an electric razor.,[5]
1179,Electric toothbrush is starting up.,[5]
1180,A mixer tap is running water.,"[1, 7]"
1181,Someone is washing dishes in the kitchen sink.,[3]
1182,Mix of snare and sounds from beating a frying pan.,[6]
1183,Someone is mixing pancake batter with a hand blender.,[1]
1184,Someone is clanging and banging dishes.,[3]
1185,"Low-fidelity sounds are playing, including a blender and rain.",[1]
1186,People are making noise in a cafe with dishes and cutlery.,[3]
1187,Dishes are being put away.,[3]
1188,Dishes or other materials are clattering and men are talking about horses.,[3]
1189,Hot water is pouring into an empty hot frying pan.,[6]
1190,Water is being poured onto a sizzling frying pan.,[6]
1191,People are talking and dishes are clanging in a fast-food cafe.,[3]
1192,Switching off mixer with powered amp.,[1]
1193,People are chatting and clanging dishes in a café.,[3]
1194,A blender is being turned on and off.,[1]
1195,Someone is starting a vacuum cleaner and cleaning their floor.,[9]
1196,Oil is boiling for frying.,[6]
1197,Cars and a concrete mixer are making sounds.,[1]
1198,An alarm is ringing from a clock radio.,[0]
1199,A frying pan is being lifted and vegetables and fish are being stirred.,[6]
1200,An annoying alarm is ringing.,[0]
1201,Someone is hitting a blender mixer with a spoon.,[1]
1202,A dog is barking at a vacuum cleaner.,"[9, 4]"
1203,An egg is frying at high temperature.,[6]
1204,Nuernberger sausages are frying in a pan with oil.,[6]
1205,Vacuum cleaner is in action.,[9]
1206,Kitchen restaurant sounds of rinsing and scrubbing dishes.,[3]
1207,Dishes are placed in the sink.,[3]
1208,Brushing teeth with an electric toothbrush.,[5]
1209,A cement mixer turning with grinding metal friction.,[1]
1210,Someone is picking up and putting down a frying pan from a stove top.,[6]
1211,Electric shaver sound with reverb and flanger.,[5]
1212,Dishes are clanking.,[3]
1213,A vegan burger is being cooked in a frying pan.,[6]
1214,A noisy preamp from a cheap Berhinger mixer is playing.,[1]
1215,Water is being poured onto a pre-heated frying pan.,[6]
1216,A vacuum cleaner is being experimented with.,[9]
1217,Electric razor is making buzzing sounds.,[5]
1218,Something is frying in a pan with oil.,[6]
1219,Someone is using a mixer in the kitchen.,[1]
1220,An alarm clock is ringing and gradually descending.,[0]
1221,Someone is using a blender to make juice.,[1]
1222,Someone is shaving a beard with an electric razor.,[5]
1223,Continuous blender sound.,[1]
1224,Kitchen noise is general consisting of putting away dishes and washing them.,[3]
1225,Sucking pennies through a vacuum cleaner.,[9]
1226,Clinking dishes and humming appliances are heard.,[3]
1227,Onions are frying to sound like a rain storm.,[6]
